Prodotti fitosanitari venduti nell'anno 2017 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
PD;8376;ARIANE II;1.597,00
PD;8376;ARIANE II  x 1 Lt;7
PD;8376;ARIANE II x 1 lt;258
PD;8376;ARIANE II x 5 lt;395
PD;8382;ROUNDUP BIOFLOW;19,18
PD;8382;ROUNDUP BIOFLOW X LT.20;220
PD;8382;ROUNDUP BIOFLOW X LT.5;85
PD;8401;FALTEX FLOW;38
PD;8429;GLIFOS SL;267
PD;8429;GLYFOS SL;252
PD;8429;GLYFOS SL 20 LT;140
PD;8483;;154
PD;8483;ETOSATE 500;70
PD;8483;ETOSATE 500 x 1 lt;25
PD;8498;;21
PD;8498;FOLICUR WG;178,5
PD;8498;FOLICUR WG x 0,5 kg;40
PD;8499;EFESTO;90
PD;8534;CITROLE x 5 lt;5
PD;8540;;150
PD;8542;;1,2
PD;8542;FORUM 50 WP;115,6
PD;8542;FORUM 50 WP x 0,400;0,4
PD;8542;FORUM 50 WP x 1,2 kg (+ POLYRAM DF);45,6
PD;8546;DANITRON;4
PD;8558;PIRETRO VERDE;2,5
PD;8558;PIRETRO VERDE 50 ML;1,55
PD;8601;;139
PD;8601;FOLPAN 80 WDG;4.834,00
PD;8601;FOLPAN 80 WDG x 1 Kg;44
PD;8601;FOLPAN 80 WDG x 5 kg;5
PD;8617;BANVEL 480 S;51
PD;8617;BANVEL 480 S x 1 lt;332
PD;8646;ACTIVUS EC;65
PD;8646;ACTIVUS EC  x 1 Lt;90
PD;8646;ACTIVUS EC x 1 lt;45
PD;8646;ACTIVUS EC x 5 lt;110
PD;8646;PENDIGAN 1 LT;13
PD;8649;PIRIDANE 480;166
PD;8656;GLIFENE HP;210
PD;8656;GLIFENE SL;0,75
PD;8690;PERFEKTHION TOP;44
PD;8706;;1,5
PD;8706;AMID THIN W;19
PD;8706;AMID THIN W x 0,5 kg;1
PD;8711;ALLEGANTE 2% AF 96;1
PD;8712;;8
PD;8712;AF 96 x 1 lt;3
PD;8712;ALLEGANTE 4% AF 96;9
PD;8721;;6
PD;8721;NEXTER;8
PD;8721;NEXTER x 1lt;1
PD;8729;FORUM R;35
PD;8729;FORUM R x 1 kg;5
PD;8731;FORUM R WP;250
PD;8735;;75,5
PD;8735;TREBON UP;268
PD;8735;TREBON UP x 0,5 lt;20,5
PD;8735;TREBON UP x 0,5 lt (NUOVA ETICH.);134,5
PD;8735;TREBON UP x 0.500 Lt;3
PD;8735;TREBON UP x ml.500*;7
PD;8742;;35
PD;8742;INDAR 5 EW x 1 lt;28
PD;8742;INDAR 5EW;16
PD;8743;;1
PD;8743;DISERBANTE GREENEX;1,7
PD;8743;GREENEX;22,5
PD;8795;;153
PD;8795;VERTIMEC EC;1.269,25
PD;8795;VERTIMEC EC x 0,25 lt;5
PD;8795;VERTIMEC EC x 1 Lt;446
PD;8795;VERTIMEC EC x 5 Lt;45
PD;8795;VERTIMEC EC X LT.1;14
PD;8796;;12
PD;8796;SELECT;152
PD;8797;BINAL PRO;33
PD;8801;;74
PD;8801;SCORE 25 EC;176,01
PD;8801;SCORE 25 EC  x 0,250 Lt;3,25
PD;8801;SCORE 25 EC x 0,25 lt;10
PD;8801;SCORE 25 EC x 1 lt;7
PD;8836;MIMIC;49
PD;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;0,18
PD;8838;;1
PD;8838;GERMON BEW.T. LEGNOSE X GR.500;12
PD;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;6,02
PD;8841;CYREN 5 G;964
PD;8841;CYREN 7,5 G;21
PD;8841;CYREN 7.5 G;70
PD;8841;ZAPI ANTIFORMICA ORTO CYREN KG 1;40
PD;8841;ZAPI CYREN 5 G.ANTIFORM. ORTO 1KG;10
PD;8843;NISSHIN;117
PD;8859;MASTIFF;65
PD;8859;MASTIFF x 1 lt;24
PD;8859;MASTIFF x 20 lt;260
PD;8859;MASTIFF x 5 lt;1.260,00
PD;8875;CIMOX 25 WP;41
PD;8882;UFO                 E X 10;20
PD;8886;;11,28
PD;8886;SAFARI;31,92
PD;8886;SAFARI   x 120gr;1,56
PD;8886;SAFARI DA GR.120 *;1,92
PD;8886;SAFARI x 0,120 Kg;5,52
PD;8886;SAFARI x 120 gr;27,24
PD;8909;FUNGIMAN COMBI;16
PD;8933;SOLEAS;62
PD;8934;;58
PD;8934;SCALA;117,8
PD;8934;SCALA x 1 lt (FUNGICIDA BASF);12
PD;8937;;4
PD;8937;MASAI 20 WP;2
PD;8945;FARO DF;35
PD;8987;;12,75
PD;8987;BAYER CONFIDOR 200 SL ML 5;0,85
PD;8987;BAYER CONFIDOR 200 SL ML 50;0,25
PD;8987;CONFIDOR 200 SL;333,5
PD;8987;CONFIDOR 200 SL 1 LT;8
PD;8987;CONFIDOR 200 SL 10 ML;0,15
PD;8987;CONFIDOR 200 SL DA ML 50;0,1
PD;8987;CONFIDOR 200 SL ML 250;20
PD;9005;AGIL;3.532,00
PD;9005;AGIL x 1 Lt;84
PD;9005;AGIL x 5 Lt;60
PD;9005;AGIL X LT.1;149
PD;9005;AGIL X LT.5;105
PD;9010;;170
PD;9010;RAMEZIN COMBI WG;2.172,00
PD;9010;RAMEZIN COMBI WG DA KG 10;10
PD;9010;RAMEZIN COMBI WG x 10 Kg;50
PD;9010;RAMEZIN COMBI WS x 10 Kg;20
PD;9012;;73
PD;9012;CUPROCAFFARO MICRO;7.027,00
PD;9012;CUPROCAFFARO MICRO  x 1 Kg;22
PD;9012;CUPROCAFFARO MICRO  x 10 Kg;330
PD;9038;OPINION;5,62
PD;9131;;3
PD;9131;KOL PYRINEX ME ML.100 INSETT.MICRO.;8,9
PD;9131;KOL PYRINEX ME ML.250 INSETT.MICRO.;35,5
PD;9131;PYRINEX ME;1.562,50
PD;9131;PYRINEX ME *;31
PD;9131;PYRINEX ME x 1 Lt;151
PD;9131;PYRINEX ME x 5 lt;45
PD;9148;;52
PD;9148;SYLLIT 355 SC;150
PD;9153;CYREN 44 EC;46
PD;9153;CYREN 44 EC x 1 lt;46
PD;9153;CYREN 44 EC x 10 lt;350
PD;9180;STROBY WG x 600 gr;0,6
PD;9195;TERB FLO;85
PD;9210;QUADRIS;10
PD;9237;GRID GR.50;0,15
PD;9244;ZIRAMIT 76 WG;50
PD;9267;;1.500,00
PD;9267;ROYALTAC N;440
PD;9286;OHAYO;2
PD;9286;OHAYO x 1 lt;4
PD;9306;PROPLANT;6
PD;9306;PROPLANT x 1 lt;33
PD;9311;CUPROSSIL IDRO 25 WP;869
PD;9311;CUPROSSIL IDRO 25 WP x 10 kg;20
PD;9318;FANDANGO 360;5
PD;9322;GOLTIX STAR;189
PD;9322;GOLTIX STAR x 1 Kg;91
PD;9322;GOLTIX STAR x 5 Kg;100
PD;9335;SILGLIF MK x 20 lt;20
PD;9339;;457
PD;9339;BETANAL EXPERT;1.215,00
PD;9339;BETANAL EXPERT X 1;53
PD;9339;BETANAL EXPERT x 1 Lt;227
PD;9339;BETANAL EXPERT X 5;55
PD;9339;BETANAL EXPERT x 5 lt;10
PD;9342;DELTRIN;36
PD;9342;DELTRIN  x500ml;12
PD;9342;DELTRIN ML 500;35
PD;9371;PEAK;5,84
PD;9371;PEAK x 40 gr;0,68
PD;9373;;15
PD;9373;CHORUS;95
PD;9373;CHORUS 10X1 KG *;60
PD;9373;CHORUS x 1 kg;7
PD;9374;;3
PD;9374;MATCH TOP;12
PD;9374;MATCH TOP x 1 lt;6
PD;9376;BROMOTRIL;26
PD;9399;MEDAL 25;1,84
PD;9410;;673
PD;9411;RADIP ORMON;2,4
PD;9422;;34,25
PD;9422;DISERBANTE EVADE;0,6
PD;9422;EVADE;1.105,00
PD;9422;EVADE  x 1 Lt;18
PD;9422;EVADE *;183
PD;9422;EVADE 1 LT;16
PD;9422;EVADE x 0,25 lt;281
PD;9422;EVADE x 1 lt;483
PD;9422;EVADE x 5 lt;20
PD;9422;ZAPI DISERBO EVADE 100 ML NR 9422;12,6
PD;9422;ZAPI DISERBO EVADE 500 ML NR 9422;51,5
PD;9443;ENDOGERME;12,5
PD;9443;KOL ENDOGERME GR.100;2,2
PD;9443;KOL ENDOGERME GR.500;2,5
PD;9448;RIFLE 4-24 R BLU;56
PD;9449;EMERALD COMBI;423
PD;9449;EMERALD COMBI 1 KG;15
PD;9449;EMERALD COMBI DA KG 1;4
PD;9463;KLARO KIT;212,75
PD;9496;GALIGAN EC;23
PD;9509;PROMALIN NT;14,5
PD;9509;PROMALIN NT x 0,5 lt;2
PD;9531;SEQURA WG;3
PD;9575;DRIBBLING 240 EC;278
PD;9578;;74
PD;9578;SWITCH;568,9
PD;9578;SWITCH KG.1;1
PD;9578;SWITCH x 0,25 kg;11,77
PD;9578;SWITCH x 1 Kg;217
PD;9612;OSSICLOR 30;1.670,00
PD;9612;OSSICLOR 30 DA KG 1;1
PD;9631;METRIN EC;106
PD;9634;CARNIVAL;193
PD;9634;CARNIVAL RIO;78,5
PD;9655;PRIMIAL WG;11
PD;9668;;7,29
PD;9668;RUFAST E-FLO;52,16
PD;9668;RUFAST E-FLO x 1 lt;13
PD;9668;RUFAST E-FLO x 250ml;2,25
PD;9668;ZAPI INSETTICIDA ACARI RUFAST ML 10;0,23
PD;9668;ZAPI INSETTICIDA ACARI RUFAST ML 50;0,8
PD;9670;THIANOSAN 80 WG;50
PD;9678;M 70 DF;20
PD;9678;M70 DF;649
PD;9679;KRISTAL 32 WG;66
PD;9693;;12
PD;9693;SPORTAK 45 EW;268
PD;9694;SIMITAR 5 EW x 1 lt;91
PD;9695;;20
PD;9696;NOVAGIB;72
PD;9705;FUNGICIDA PREVITAR;0,6
PD;9705;PREVITER;60,75
PD;9705;PREVITER 100 ML;0,2
PD;9713;HORIZON x 1 lt;9
PD;9723;;5.380,00
PD;9723;DE-SPROUT N;720
PD;9723;DE-SPROUT N x 10 lt;300
PD;9724;TIOWETTING DF;4.560,00
PD;9730;CUPROSSIL IDRO 25 WP BLU;10
PD;9744;;28
PD;9744;SCORE 10 WG x 1 kg;17
PD;9747;FURY;1.497,97
PD;9747;ZAPI POLIVALENTE ABBAT ML.10 FURY;0,66
PD;9747;ZAPI POLIVALENTE ABBAT ML.50 FURY;4,95
PD;9757;;20
PD;9757;SPYRALE;241
PD;9757;SPYRALE x 1 Lt;332
PD;9758;COPRANTOL WG;187
PD;9767;NUFOS 5 G;61
PD;9767;NUFOS 7,5 G x 10 kg;710
PD;9787;MICROBAGNABILE WG;681
PD;9787;MICROBAGNABILE WG 1 KG;21
PD;9790;CONTATTO 320;84
PD;9790;CONTATTO 320 x 1 lt;336
PD;9798;CLIOPHAR 100;15
PD;9798;CLIOPHAR 100 x 1 lt;15
PD;9800;;57,6
PD;9800;MAVRIK 20 EW;125,6
PD;9800;MAVRIK 20 EW LT.1;10
PD;9800;MAVRIK 20 EW x 0,150 (Nuova Etich.);0,05
PD;9800;MAVRIK 20 EW x 0,150 lt;4,35
PD;9800;MAVRIK 20 EW x 1 lt;40
PD;9800;MAVRIK 20 EW X GR.150;1,35
PD;9802;COPREN HI BIO;129
PD;9809;;290
PD;9809;MALVIN 80 WG;57
PD;9832;;33
PD;9832;TREK P;24
PD;9832;TREK P x 1 lt;5
PD;9843;BASAGRAN SG;312
PD;9843;BASAGRAN SG x 3 Kg;402
PD;9867;;4
PD;9867;4 STAGIONI;18,25
PD;9867;INSETTICIDA 4 STAGIONI;7
PD;9872;;135
PD;9872;AKRIS;425
PD;9872;AKRIS x 5 Lt;145
PD;9880;SOL MICRO GD;100
PD;9900;FLAVOS;160
PD;9900;FLAVOS x 1 lt;91
PD;9940;;530
PD;9940;ZELIG GR;2.081,00
PD;9940;ZELIG GR 1 KG;8
PD;9940;ZELIG GR 50;3
PD;9940;ZELIG GR x 10 kg;3.560,00
PD;9941;BUMPER P;78
PD;9941;BUMPER P x 1 lt;2.635,00
PD;9952;COLZANET;1
PD;9954;;484
PD;9954;JOKER;4.693,90
PD;9954;JOKER  x 1 Lt;193
PD;9963;METIDANE 22;11
PD;9963;METIDANE 22 x 1 lt;195
PD;9995;;10
PD;9995;ARIUS;58
PD;9995;ARIUS x 0,25 lt;1,25
PD;9995;ARIUS x 1 Lt;11
PD;10029;KING;31,75
PD;10048;;100
PD;10048;KUMULUS TECNO;1.295,00
PD;10048;KUMULUS TECNO x 25 kg;250
PD;10049;;267
PD;10049;DURSBAN 75 WG;441
PD;10049;DURSBAN 75 WG x 1 kg;354
PD;10057;ARPEL WDG;446
PD;10057;ARPEL WDG x 1 kg;40
PD;10089;TMTD 50 L;3
PD;10105;;0,75
PD;10105;RIDOMIL GOLD SL;11,25
PD;10105;RIDOMIL GOLD SL 20 x 0,25 lt;2
PD;10105;RIDOMIL GOLD SL X 250 ML.;0,75
PD;10117;;218
PD;10117;STRATOS ULTRA;2.281,00
PD;10117;STRATOS ULTRA x 1 Lt;341
PD;10117;STRATOS ULTRA x 5 Lt;2.590,00
PD;10117;STRATOS ULTRA X LT.5;120
PD;10118;;58
PD;10118;AMISTAR;211
PD;10118;AMISTAR *;15
PD;10118;AMISTAR LT 1;5
PD;10118;AMISTAR x 1 lt;35
PD;10118;AMISTAR x 5 lt;10
PD;10119;EQUATION PRO;7,7
PD;10127;BAYER DECIS JET 250 ML;15,75
PD;10127;BAYER DECIS JET ML 10 NR 10127 Xi;0,91
PD;10127;BAYER DECIS JET ML 100;34
PD;10127;BAYER DECIS JET ML 50 NR 10127 Xi;1,7
PD;10127;DECIS JET;134,07
PD;10127;DECIS JET 100 ML;2,4
PD;10127;DECIS JET 250 ML;10
PD;10127;DECIS JET DA ML 50;1,1
PD;10127;DECIS JET ML 50;1
PD;10127;INSETTICIDA DECIS JET;2,45
PD;10141;SOFREVAL 80 MICRO;1.000,00
PD;10142;VERNOIL;80
PD;10154;BORDOFLOW SECTOR;3
PD;10161;;71
PD;10161;ORTIVA;239,64
PD;10161;ORTIVA x 1 Lt;151
PD;10183;GARLON EV;36,2
PD;10183;GARLON EV DA ML 500;1
PD;10184;TIMBREL EV;0,5
PD;10185;ZERGAN EV;4,5
PD;10187;NAUTILE DG x 10 kg;20
PD;10209;;195
PD;10209;GLIFOS ULTRA;90
PD;10209;GLYFOS ULTRA;2.695,00
PD;10209;GLYFOS ULTRA LT 1;510
PD;10209;GLYFOS ULTRA x 1 Lt;5
PD;10209;GLYFOS ULTRA x 20 Lt;140
PD;10209;GLYFOS ULTRA x 5 Lt;125
PD;10209;GLYFOS ULTRA X LT.1;90
PD;10209;GLYFOS ULTRA X LT.20;1.760,00
PD;10209;GLYFOS ULTRA X LT.5;1.025,00
PD;10224;;1.130,00
PD;10224;EMME H x 10 lt;520
PD;10224;EMME-H;110
PD;10230;LUMAPLUS;1.529,00
PD;10233;BORDOSEP;49
PD;10263;DRIVER;16,4
PD;10263;DRIVER ERBICIDA LT 1 X TAPPETI ERB.;14
PD;10272;;20
PD;10272;CEREXIL M DG;480
PD;10272;CEREXIL M DG x 1 kg;25
PD;10272;CEREXIL M DG x 10 kg;680
PD;10296;IPERION;9
PD;10296;IPERION x 1 kg;4.815,00
PD;10296;IPERION x 10 kg;3.710,00
PD;10296;IPERION x 20 kg;6.720,00
PD;10297;SINIS 35 WG;5
PD;10305;OIKOS;36,59
PD;10305;OIKOS 20 ML;0,14
PD;10305;OIKOS x 1 Lt;4
PD;10306;MISTRAL;281
PD;10329;FORUM MZ WG;1.061,00
PD;10342;RIFLE 44;180
PD;10350;;84
PD;10350;BLAST SG;54
PD;10357;RIGRON SG;264
PD;10372;RASIKAL;48
PD;10373;;60
PD;10373;CONTEST;38
PD;10373;CONTEST x 1 Kg;107
PD;10396;LIZOCIN;3,29
PD;10396;LIZOCIN 25 ML;0,18
PD;10398;STIKER;3,5
PD;10398;STIKER x 0,5 kg;1,5
PD;10404;CLINIC 360 SL;190
PD;10415;ARIC 480 LS;130
PD;10415;ARIC 480 LS x 0,5 lt;416,5
PD;10423;LUMACHICIDA GR 500;0,5
PD;10423;LUMACHICIDA KG.1 VEBI;308
PD;10423;LUMACHICIDA KG.5 VEBI (NEW);245
PD;10423;LUMACHICIDA VEBI;265
PD;10423;LUMACHICIDA VEBI  KG1;17
PD;10423;LUMACHICIDA VEBI DA GR 250;1,5
PD;10423;NEW LUMACHICIDA KG.1VEBI(BUSTA ZIP);603
PD;10425;SCUDEX;27
PD;10425;SCUDEX X LT.1;27
PD;10426;PROTIL EC;115,5
PD;10439;SPRAY DUNGER GLOBAL x 1 lt;24
PD;10440;EXPANDER;72
PD;10447;NOVEL DUO;870
PD;10447;NOVEL DUO x 1 Lt;49
PD;10456;DISERBANTE KLARO;1
PD;10456;KLARO ULTRA;3.094,25
PD;10456;ZAPI DISERBO KLARO ULTRA 1 LT;1.717,00
PD;10456;ZAPI DISERBO TOTALE KLARO ULTRA 250;2,75
PD;10461;DICOFURT;4,25
PD;10461;DICOTURF;69,25
PD;10461;DICOTURF FS;6
PD;10465;ROUNDUP MAX;1.100,00
PD;10465;ROUNDUP MAX x 10 kg;40
PD;10474;TERDIM;50
PD;10477;LAS VEGAS;2
PD;10479;NATURALIS;11
PD;10479;NATURALIS        L X 0,250;0,25
PD;10479;NATURALIS x 1 lt;18
PD;10493;;94
PD;10493;RUNNER LO;409
PD;10494;;121
PD;10494;DISERBANTE TOTALE PREMIUM TOP 1 LT.;1.005,00
PD;10494;KOL PREMIUM TOP-DISERBANTE TOT. 500;43,5
PD;10494;PREMIUM TOP;3.415,25
PD;10504;KELLY WG x 1 kg;808
PD;10504;KELLY WG x 10 kg;680
PD;10509;;60
PD;10509;MASTIFF ULTRA;372
PD;10509;MASTIFF ULTRA x 20 Lt;13.720,00
PD;10532;TELDOR;31
PD;10532;TELDOR x 1;2
PD;10540;;36
PD;10540;TERIAL 75 WG;22
PD;10560;PIRETRO NATURA;6
PD;10563;DEFEND WG - ACOIDAL (KG);90
PD;10563;ZOLFO DEFEND WG;50
PD;10565;DICOTIL EXTRA;96,7
PD;10565;DICOTIL EXTRA 1 LT;5
PD;10565;DICOTIL EXTRA 100 ML;1
PD;10565;DICOTIL EXTRA 250 ML;3,25
PD;10565;DICOTIL EXTRA 500 ML;10
PD;10565;DICOTIL EXTRA ERBICIDA LT 1;7
PD;10568;;23
PD;10568;ZOOMER;3.231,00
PD;10568;ZOOMER 1 LT;467
PD;10573;KOCIDE 2000;1.211,00
PD;10584;SHAMAL MK PLUS;12
PD;10585;;200
PD;10585;SULCOTREK;1.853,00
PD;10585;SULCOTREK  x 1 Lt;135
PD;10588;BIOPIREN PLUS;1
PD;10595;CUPRO ISAGRO BLU;98
PD;10604;EMERALD 40 EW;978,88
PD;10604;EMERALD 40 EW 50 ML;0,7
PD;10604;EMERALD 40 EW ML 50;0,3
PD;10604;EMERALD 40 EW x 1 Lt;10
PD;10604;FUNGICIDA EMERALD;0,1
PD;10627;FRUPICA;14
PD;10627;FRUPICA x 1 kg;17
PD;10628;MIDAURIL MZ;109
PD;10632;;55
PD;10632;COBRE NORDOX SUPER 75 WG;430,5
PD;10632;COBRE NORDOX SUPER 75 WG x 5 kg;5
PD;10671;CUAGRO HI BIO;1.140,00
PD;10690;FUNGIBEN COMBI;25
PD;10701;;240
PD;10701;CUMETA FLOW;181
PD;10710;;61
PD;10710;TOMAGAN;20
PD;10710;TOMAGAN x 1 Lt;23
PD;10715;SILGLIF NF x 20 lt;80
PD;10715;SILGLIF NF x 5 lt;465
PD;10734;;1.014,00
PD;10734;DUAL GOLD;6.754,00
PD;10734;DUAL GOLD LT 1;257
PD;10734;DUAL GOLD X 1 *;261
PD;10734;DUAL GOLD x 1 Lt;1.022,00
PD;10734;DUAL GOLD x 20 lt;460
PD;10734;DUAL GOLD X 5 *;330
PD;10734;DUAL GOLD x 5 lt;875
PD;10735;;620
PD;10735;PRIMAGRAM GOLD;7.390,00
PD;10735;PRIMAGRAM GOLD  X 5 LT *;570
PD;10735;PRIMAGRAM GOLD LT 1;4
PD;10735;PRIMAGRAM GOLD LT 5;5
PD;10735;PRIMAGRAM GOLD X 1 *;53
PD;10735;PRIMAGRAM GOLD x 1 lt;525
PD;10735;PRIMAGRAM GOLD x 20 lt;180
PD;10735;PRIMAGRAM GOLD x 5 Lt;810
PD;10735;PRIMAGRAM GOLD X LT.20 *;240
PD;10735;PRIMAGRAN GOLD;492
PD;10741;METACINQUE;84,5
PD;10752;;19,5
PD;10752;STEWARD;85,25
PD;10752;STEWARD x 0,250 Kg;8,25
PD;10752;STEWARD x 0,500 kg;20,75
PD;10753;FOLICUR SE;1,2
PD;10758;BEETUP TRIO;105
PD;10758;BEETUP-TRIO;11
PD;10758;BETASANA TRIO SC;151
PD;10771;;1.374,00
PD;10771;MOST MICRO;1.820,00
PD;10846;GARDENE;136
PD;10890;FLIPPER;143,3
PD;10890;FLIPPER x 10 lt (NUOVA ETICHETTA);130
PD;10890;ZAPI AFIC. ACARIC. BIO. FLIPPER ML;3,4
PD;10926;;27
PD;10926;ALTOREX;94
PD;10926;ALTOREX x 1 lt;28
PD;10929;CHIKARA 25 WG;8,5
PD;10929;CHIKARA x 0,2 kg;0,8
PD;10929;CHIKARA x 50 gr;0,15
PD;10930;WOOD LT.1 (2°XN);48
PD;10931;;150
PD;10936;NAAK 480 x 1 lt;53
PD;10939;;102
PD;10939;CP 40 AGRO;30
PD;10939;CP40 AGRO LT.1 (2°XN);54
PD;10944;;61
PD;10944;KARATE  ZEON  x 0,250 Lt;2
PD;10944;KARATE ZEON;165,25
PD;10944;KARATE ZEON LT 1;1
PD;10944;KARATE ZEON LT.1;12
PD;10944;KARATE ZEON ML 250;0,75
PD;10944;KARATE ZEON x 0,250 lt;9
PD;10944;KARATE ZEON x 1 Lt;17
PD;10973;PYRINEX PRONTO;6,5
PD;10976;;6,25
PD;10976;KOL METEOR 200 ML;47,2
PD;10976;KOL METEOR ML.60;40,68
PD;10976;METEOR;717,05
PD;10976;METEOR  ml250;0,5
PD;10976;METEOR 250 ML;3,75
PD;10976;METEOR DA ML 250;1
PD;10976;METEOR x 0,25 lt;1.269,00
PD;10976;METEOR x 1 lt;1.014,00
PD;10976;METEOR x 30ml;0,69
PD;10985;MEVAXIL M;37
PD;10986;KASKO R;29
PD;10999;;210
PD;10999;BETANAL SE;469
PD;10999;BETANAL SE x 1 Lt;114
PD;11011;;166
PD;11011;DASH HC;2.856,00
PD;11011;DASH HC  x 1 Lt;70
PD;11011;DASH HC x 1 lt;1.587,00
PD;11011;DASH HC x 5 lt;415
PD;11013;CIOPPER   X  1;5
PD;11015;PYCHLOREX 480 EC;15
PD;11017;GLIFO-POP S  X  5;5
PD;11029;PYRINEX M 22;93
PD;11029;PYRINEX M 22  LT.1;14
PD;11029;PYRINEX M 22 (LT);4
PD;11029;PYRINEX M 22 LT.5;255
PD;11029;PYRINEX M 22 x 1 lt;367
PD;11029;PYRINEX M 22 x 5 lt;285
PD;11030;PRIMO MAXX;22
PD;11030;PRIMO MAXX 1 LT;3
PD;11040;POLTIGLIA BORDOLESE DISPERSS BLU;160
PD;11041;VITIL COMBI;305
PD;11044;TUREX;3
PD;11045;DODIPREV 35;129
PD;11045;DODIPREV 35   x250ml;6
PD;11045;KOL DODIPREV 35 ML.250;266,5
PD;11059;;44
PD;11059;BIOPOWER;66
PD;11059;BIOPOWER x 1 Lt;442
PD;11059;BIOPOWER x 2 lt;2
PD;11062;;1
PD;11062;BION 50 WG;5
PD;11062;BION 50 WG x 0,5 kg;1
PD;11062;BION 50 WG x 0,500 Kg;0,5
PD;11070;TIOGOLD DISPERSS x 25 kg;15.675,00
PD;11088;BION MX;9
PD;11102;HELIOSOUFRE S;104,7
PD;11102;ZAPI AMBIENTA OIDIO 100 ML;1,4
PD;11104;CUPROFIX 30 DISPERSS non col.x 10;2.040,00
PD;11105;CUPROFIX 30 DISPERS BLU x 10;50
PD;11119;;4
PD;11119;FLINT;88,15
PD;11119;FLINT x 0,5 kg;5,5
PD;11119;FLINT x 150 gr;7
PD;11133;SHELTER;83
PD;11157;PROPYDOR;31
PD;11173;;52
PD;11173;AVAUNT EC;493,25
PD;11173;AVAUNT EC x 1 (+CORAGEN) TW.P.MAIS;104
PD;11173;AVAUNT EC x 1 lt;49
PD;11173;AVAUNT EC X LT.1;10
PD;11173;TWIN PACK MAIS LT1 AVAUNT+LT0.4 COR;138,6
PD;11183;;3
PD;11185;;5
PD;11190;PENCOR 10 EC;0,27
PD;11206;BAGNANTE CODACIDE x 10 lt;290
PD;11206;BAGNANTE CODACIDE x 2,5 lt;542,5
PD;11206;CODACIDE;1.118,50
PD;11212;BATKUR;117
PD;11223;;6,5
PD;11223;GALIGAN 500 SC;1
PD;11243;LEOPARD 5 EC;5.324,00
PD;11243;LEOPARD 5 EC  X LT.1;165
PD;11243;LEOPARD 5 EC x 1 Lt;6.433,00
PD;11243;LEOPARD 5 EC x 5 Lt;3.015,00
PD;11243;LEOPARD 5 EC X LT.5;610
PD;11253;;254
PD;11253;CALISTO;1
PD;11253;CALLISTO;1.000,00
PD;11253;CALLISTO  x 1 Lt;56
PD;11253;CALLISTO x 1 lt;1.089,00
PD;11253;CALLISTO x 5 lt;965
PD;11257;COSTAR WG;10
PD;11257;COSTAR WG 750 GR;6
PD;11258;;80
PD;11258;FAZOR STAR;20
PD;11282;KEMIFAN TRIO FL;3
PD;11301;SPHERE;103
PD;11301;SPHERE SC LT. 1 (2° XN);16
PD;11303;;260
PD;11303;CHAMP DP;1.000,00
PD;11313;PROXAN SL;6
PD;11338;FUGRAN;88
PD;11341;;176
PD;11341;STARANE GOLD;901
PD;11341;STARANE GOLD x 1 Lt;721
PD;11345;ZOLVIS 80 WDG;23
PD;11353;;194
PD;11353;FUSILADE MAX;1.021,00
PD;11353;FUSILADE MAX LT 5;45
PD;11353;FUSILADE MAX X 1;7
PD;11353;FUSILADE MAX x 1 Lt;52
PD;11353;FUSILADE MAX x 5 lt;65
PD;11359;SARCAP 800;85
PD;11360;GRIP 25;65,45
PD;11360;GRIP 25  50 ML;1,65
PD;11360;GRIP 25 500 ML;26
PD;11360;GRIP 25 ML 50;4
PD;11360;GRIP 25 ML 500;48
PD;11390;VITENE TRIPLO BLU;8
PD;11393;BEETLE;193
PD;11393;BEETLE (LT);8
PD;11393;BEETLE x 1 lt;2
PD;11402;MELODY COMBI;985
PD;11403;MELODY COMPACT;83
PD;11416;;60
PD;11416;OVIPRON TOP;324
PD;11416;OVIPRON TOP x 1 Lt;30
PD;11416;OVIPRON TOP x 1 lt (Nuova Etich.);95
PD;11416;OVIPRON TOP x 5 lt;575
PD;11427;AGRIGOLF GOLD;15
PD;11435;FLORANET;13
PD;11437;MELODY TRIO         PB X 1;2
PD;11448;;95
PD;11448;KICKER;18
PD;11449;GARDOPRIM GOLD;1.010,00
PD;11449;GARDOPRIM GOLD x 20 lt;1.800,00
PD;11449;GARDOPRIM GOLD x 5 lt;730
PD;11449;GARDOPRIM GOLD x 7 lt;19.145,00
PD;11479;BRANCHER DIRADO;14
PD;11497;CRITTOVIT WG x 1 kg;3.986,00
PD;11497;CRITTOVIT WG x 20 kg;5.600,00
PD;11499;BUSTER;18,4
PD;11501;VITE FOL;130
PD;11505;READY GERMIPLUS;42
PD;11505;READY GERMIPLUS 7 KG;28
PD;11505;READY GERMIPLUS X KG.7;35
PD;11523;SEPRADINA SC;249
PD;11523;SEPRADINA SC LT 1;34
PD;11525;FUNGICIDA FUNGIDINA;1
PD;11525;FUNGIDINA;400,1
PD;11525;ZAPI BOLLA FUNGIDINA LT 0,5;128
PD;11526;;18
PD;11526;SULTAN;563
PD;11526;SULTAN LT 1;11
