"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
BL;15621;BOTTO 50 EC PFnPE;2,35
BL;15654;ACCORD;2,00
BL;15668;GHIBLI 240 OD;80,50
BL;15725;DUAXO;4,60
BL;15751;VITENE TRIPLO R;4,00
BL;15751;VITENE TRIPLO R PFnPE;22,50
BL;15759;DECIS TRAP;0,04
BL;15844;SLOGAN TOP;5,00
BL;15898;FILAL WG PFnPE;3,95
BL;15907;PRESIDIUM ONE PFnPE;0,20
BL;15933;AXIENDO PRONTO USO;24,00
BL;16051;LENNS PFnPE;83,50
BL;16055;KENPYR;1,68
BL;16098;NIBER 70 DF;21,75
BL;16104;ELECTIS TRIO WDG PFnPE;62,00
BL;16114;SIMITAR   EVO;1,00
BL;16117;SERBY PFnPE;6,00
BL;16161;CENTURY SL;25,00
BL;16197;COPPERFIELD 17 WG;30,00
BL;16273;SIVANTO PRIME;1,00
BL;16299;PASSAT SL;18,00
BL;16325;EPIK SL;25,72
BL;16325;EPIK SL PFnPE;8,02
BL;16379;PREV-AM PLUS;5,00
BL;16381;CALLICORE;32,00
BL;16399;DECIS 15 EW HOBBY PFnPE;40,55
BL;16434;OLIOCIN NATRIA;83,50
BL;16434;OLIOCIN NATRIA PFnPE;18,50
