Prodotti fitosanitari venduti nell'anno 2016 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2016, art. 16 D.Lgs. 150/2012).;;;;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;
VI;14405;MERLIN FLEXX x 2 lt;22,00;;
VI;14406;LEIMAY;18,50;;
VI;14407;RUNWAY;68,85;;
VI;14407;RUNWAY x 0,5 lt;10,50;;
VI;14409;MOVENTO 48 SC;178,53;;
VI;14409;MOVENTO 48 SC x 1 lt;3,00;;
VI;14411;USTINEX AL;19,00;;
VI;14414;DUSTY;159,15;;
VI;14418;PULSAR 40 SL;1.496,00;;
VI;14418;PULSAR 40 SL (IP) x 1 lt;166,00;;
VI;14418;PULSAR 40 SL (IP) x 5 lt;100,00;;
VI;14419;TRUST SC;5,25;;
VI;14423;PRIMISOL 80 WDG;47,00;;
VI;14423;PRIMOSOL 80WDG;5,00;;
VI;14425;MYSTIC COMBI WG;1,00;;
VI;14426;GEODIS  X 1;110,00;;
VI;14426;GEODIS;18,00;;
VI;14431;LENTAGRAN 45 WP;38,60;;
VI;14432;METRIC;535,00;;
VI;14441;VALZER SC;52,00;;
VI;14461;CURIT DUO;3,00;;
VI;14462;KOBAN T;35,00;;
VI;14474;TEBUSIP COMBI;185,40;;
VI;14488;ANTRACOL 70 WG;7.049,00;;
VI;14488;ANTRACOL 70 WG x 10 kg;2.150,00;;
VI;14491;QUBIC MZ;40,00;;
VI;14510;ELECTIS TRIO;389,00;;
VI;14521;DIMETHOAT 40 ST;10,00;;
VI;14541;RAVENAS EXTRA;1,00;;
VI;14559;AGREE WG;125,00;;
VI;14575;TRIMMER SX DA 20GR;2,76;;
VI;14575;TRIMMER SX;1,98;;
VI;14575;TRIMMER SX x 20 gr;0,40;;
VI;14577;FORUM R 3B;2.255,00;;
VI;14577;FORUM R 3B x 1 kg;109,00;;
VI;14579;RAMIN 30 DF;289,75;;
VI;14636;BIOLID UP;884,70;;
VI;14638;NETOR;40,00;;
VI;14640;OBOKE-SC;3,00;;
VI;14642;RIDOMIL GOLD R WG;4.117,00;;
VI;14643;CENTIUM 36 CS x 1 lt;44,00;;
VI;14643;CENTIUM 36 CS;21,00;;
VI;14647;VIVAL;16.508,00;;
VI;14650;ROGATOX 40 ST;158,00;;
VI;14655;VIVER WDG;241,00;;
VI;14664;BERELEX 40 SG;0,44;;
VI;14685;ACROBAT R 3B x 10 kg;230,00;;
VI;14686;KOCIDE OPTI;200,00;;
VI;14687;QUAD-GLOB 200 SL;282,00;;
VI;14687;QUAD-GLOB 200 SL x 5 lt;55,00;;
VI;14687;QUAD-GLOB 200 SL x 1 lt;2,00;;
VI;14693;VIP 80 EC x 0,75 lt;56,25;;
VI;14697;ENERVIN DUO;10,00;;
VI;14699;GEOXE;1,00;;
VI;14728;CELIO;18,00;;
VI;14730;CHIMIGOR 40 ST;89,00;;
VI;14735;RANMAN TOP;111,50;;
VI;14735;RANMAN TOP x 2 lt;2,00;;
VI;14737;ROUNDUP PLATINUM;5.145,00;;
VI;14737;ROUNDUP PLATINUM  5LT;135,00;;
VI;14737;ROUNDUP PLATINUM LT.15;30,00;;
VI;14737;ROUNDUP PLATINUM LT.5;30,00;;
VI;14739;DECIS PROTECT;118,00;;
VI;14739;BAYER DECIS PROTECT AL 1 L;15,00;;
VI;14758;KARATE WITH ZEON TECHNOLOGY 1.5 HOB;112,56;;
VI;14759;SULC0CAP;60,00;;
VI;14764;SLUXX;85,00;;
VI;14765;ELUMIS;12,00;;
VI;14769;COMET 250 EC;48,50;;
VI;14770;MISCANTI DUO;77,00;;
VI;14785;DRISCOLL;19,39;;
VI;14792;MELODY TREVI x 8 kg;392,00;;
VI;14792;MELODY TREVI x 1 kg;213,00;;
VI;14796;ATOMINAL 10 EC;2,00;;
VI;14797;SIATTOL 200 SL;32,49;;
VI;14799;AFLOR 200 SL;30,00;;
VI;14799;ZAPI AFICIDA SIST.ML.50 AFLOR 200SL;0,50;;
VI;14803;ELECTIS ZR;119,00;;
VI;14804;COPPER - DF;9,75;;
VI;14806;LUNA PRIVILEGE x 1 lt;10,00;;
VI;14806;LUNA PRIVILEGE;1,00;;
VI;14807;LUZINDO;139,00;;
VI;14807;LUZINDO x 0,25 kg;1,00;;
VI;14809;CUPRAVIT BIO EVOLUTION x 10 kg;1.700,00;;
VI;14809;CUPRAVIT BIO EVOLUTION;593,00;;
VI;14809;CUPRAVIT BIO EVOLUTION x 1 kg;102,00;;
VI;14812;ENERVIN TOP WG x 5 kg;2.490,00;;
VI;14812;ENERVIN TOP;536,00;;
VI;14812;ENERVIN TOP WG x 1 kg;277,00;;
VI;14815;ADENGO;12.271,00;;
VI;14815;ADENGO x 10 lt;5.750,00;;
VI;14815;ADENGO x 2 lt;1.556,00;;
VI;14816;RANCONA 15 ME;80,00;;
VI;14818;ACANTO;417,00;;
VI;14819;VALIS M;200,00;;
VI;14826;PYREOS EXTRA SL;1,70;;
VI;14828;NUPRID SUPREME SC;56,00;;
VI;14828;NUPRID SUPREME SC x 1 lt;5,00;;
VI;14830;CUPROFIX ULTRA DISPERSS;45,00;;
VI;14837;GLIFOSAR FLASH;8.064,00;;
VI;14838;GALLUP BIOGRADE 360 x 20 lt;3.940,00;;
VI;14838;BARCLAY GALLUP BIOGRADE 360;1.420,00;;
VI;14838;GALLUP BIOGRADE 360 x 5 lt;410,00;;
VI;14844;CLUSTER 500;33,00;;
VI;14845;MYSTIC PLUS S;469,00;;
VI;14845;MYSTIC PLUS S x 1 kg;19,00;;
VI;14850;ANTIMUSCHIO CONCENTRATO PROFESSIONA;15,00;;
VI;14862;FOLMAK WDG;6,00;;
VI;14867;SYNERO;40,00;;
VI;14868;IDROX 22 NEW;20,00;;
VI;14869;COPPERFIELD;60,00;;
VI;14870;COPPERLAND x 10 kg;150,00;;
VI;14871;OXICU x 10 kg;60,00;;
VI;14872;BELLIS DRUPACEE;12,50;;
VI;14872;BELLIS DRUPACEE x 2,5 kg;5,00;;
VI;14876;GRANDSTAND;362,00;;
VI;14876;GRANDSTAND ERBICIDA LT1;2,00;;
VI;14878;FOXTROT;48,00;;
VI;14879;LONTREL 72 SG x 150 gr;102,00;;
VI;14879;LONTREL 72 SG;1,35;;
VI;14884;CORUM;2.696,00;;
VI;14884;CORUM x 1 lt;209,00;;
VI;14891;TRICO;125,00;;
VI;14895;LANNATE 20 SL;81,50;;
VI;14898;POLECI;29,00;;
VI;14909;NURELLE 5;13,00;;
VI;14914;YSAYO x 10 lt;1.800,00;;
VI;14919;EMERALD 125;0,04;;
VI;14927;KALAHARI;1,00;;
VI;14935;TRAXOS ONE;135,00;;
VI;14936;AMPLIGO;174,10;;
VI;14938;DEDICADE;1,00;;
VI;14940;TAKUMI;1,50;;
VI;14945;ASCOT;21,00;;
VI;14948;ACTARA HOBBY;0,14;;
VI;14951;BOTECTOR;8,00;;
VI;14967;TIPTOR ULTRA;102,00;;
VI;14972;DICARZOL 50 SP;22,00;;
VI;14980;AFFINITY PLUS;156,00;;
VI;14983;EXEMPTOR;10,00;;
VI;14986;OPERA NEW;440,00;;
VI;15005;FONTELIS;21,00;;
VI;15005;FONTELIS x 1 lt;2,00;;
VI;15007;AXIAL PRONTO;1,00;;
VI;15008;LBG - 01F34;795,00;;
VI;15008;LBG01F34;10,00;;
VI;15011;SPI EC;2,00;;
VI;15013;NATRIA LUMACHICIDA;41,00;;
VI;15013;BAYER NATRIA LUMACHICIDA 500 GR;36,00;;
VI;15019;RIVIERA;6,00;;
VI;15023;DERREX x 20 kg;760,00;;
VI;15024;MESUROL 200 SC x 1 lt;251,00;;
VI;15024;MESUROL 200 SC;65,00;;
VI;15030;COSSACK x 0,6 kg;69,60;;
VI;15030;COSSACK;3,00;;
VI;15034;DICOPHAR;26,80;;
VI;15034;KOL DICOPHAR ML.100;9,00;;
VI;15037;BREZZA;91,00;;
VI;15041;OPINION ECNA;159,50;;
VI;15047;R6 ERRESEI BORDEAUX WG;321,25;;
VI;15047;BAYER R6 BORDEAUX WG GR 500;1,00;;
VI;15049;MODDUS;38,00;;
VI;15050;VERTIMEC PRO;69,00;;
VI;15050;VERTIMEC PRO x 1 lt;12,00;;
VI;15052;KAIMO SORBIE;10,00;;
VI;15054;CONTENDER 80 WG;9,00;;
VI;15058;PRINCIPAL MAIS;342,48;;
VI;15058;PRINCIPAL MAIS x 440 gr;22,00;;
VI;15059;DECIS EVO;1.020,15;;
VI;15059;DECIS EVO x 1 lt;27,00;;
VI;15059;DECIS EVO x 5 lt;20,00;;
VI;15062;PIRAMAX  EC;4,00;;
VI;15063;NIMBLE x 50 gr;2,70;;
VI;15064;MAESTRO WG ADVANCE;8,00;;
VI;15067;MIG-40 SC;9,00;;
VI;15071;EVOLUTION;331,00;;
VI;15079;JUVINAL ECHO;1,00;;
VI;15083;AUDACE;9,00;;
VI;15083;AUDACE x 1 lt;7,00;;
VI;15093;CENTURIO;786,50;;
VI;15094;FOSBEL 80 WG;48,00;;
VI;15094;FOSBEL 80 WG  5KG;15,00;;
VI;15101;CIMORAM ULTRA WG;545,00;;
VI;15102;VITENE R WG;122,00;;
VI;15111;MIRADOR SC;407,50;;
VI;15115;PROSPER 500 EC x 1 lt;1.112,00;;
VI;15115;VELIERO;24,00;;
VI;15115;PROSPER 500 EC;13,00;;
VI;15116;ELIOS R;58,00;;
VI;15122;ACTELLIC 50 NEWPHARM;29,00;;
VI;15124;ZANTARA;90,00;;
VI;15125;PROLECTUS x 1 kg;219,00;;
VI;15125;PROLECTUS;131,00;;
VI;15127;SANVINO;550,00;;
VI;15130;INTREPID;58,00;;
VI;15135;OLEOSAN PLUS;72,50;;
VI;15138;BAROCCO 80 WG;6.425,00;;
VI;15142;ALCANCE SYNC TEC;95,00;;
VI;15145;TEMPLIER x 180 gr;4,68;;
VI;15168;ZORO 1.9 EW;64,00;;
VI;15177;ROTATE PLUS DF x 10 kg;740,00;;
VI;15177;ROTATE PLUS DF x 1 kg;207,00;;
VI;15177;ROTATE PLUS DF;190,00;;
VI;15180;RIVET PLUS x 1 lt;188,00;;
VI;15181;CIRRUS CS;405,00;;
VI;15184;SATEL GEO;212,00;;
VI;15192;LIBERATE;25,00;;
VI;15193;CONTATTO PIU' EXTRA;59,00;;
VI;15193;CONTATTO PIU EXTRA x 1 lt;24,00;;
VI;15199;SAKURA;27,00;;
VI;15201;FLOXY 355 SC;11,00;;
VI;15213;DEMETRINA FLOW;40,82;;
VI;15221;ZETARAM PLUS;6.817,10;;
VI;15222;FOLICUR COMBI WG;4.239,00;;
VI;15227;MESUROL EVOLUTION;19,25;;
VI;15232;CUSTODIA;184,00;;
VI;15232;CUSTODIA x 1 lt;5,00;;
VI;15235;MOMENTUM;101,00;;
VI;15236;ZAMMO;42,00;;
VI;15236;ZAMMO x 1 lt;4,00;;
VI;15237;CHIKARA DUO;12,20;;
VI;15250;COPRANTOL DUO;10,00;;
VI;15253;FALCON MK x 5 lt;790,00;;
VI;15253;FALCON MK x 1 lt;652,00;;
VI;15253;FALCON MK;1,00;;
VI;15256;FORUM R 3B FLOW;10,00;;
VI;15264;ENERVIN SC;638,50;;
VI;15267;KUSABI;11,00;;
VI;15270;PROFELIS;2,74;;
VI;15274;ALIAL SYSTEM;5,00;;
VI;15285;PRIMMA STAR;4,81;;
VI;15286;KENDO ZEON 1.5 x 1 lt;5,00;;
VI;15289;SERENADE NATRIA;1,20;;
VI;15290;AXIDOR;22,00;;
VI;15294;KENDO BI-ACTIVE x 1 lt;263,00;;
VI;15302;AMYLO-X;258,00;;
VI;15302;AMYLO-X x 1 kg;67,00;;
VI;15303;MET52 GRANULARE;1,00;;
VI;15307;DEDALUS 25 WDG;2,50;;
VI;15310;NISSHIN EXTRA 6 OD;52,00;;
VI;15311;TIZCA;1,00;;
VI;15313;ZOLFO SC;495,00;;
VI;15317;FLARE GOLD COMBI PEPITE x 5 kg;2.795,00;;
VI;15317;FLARE GOLD COMBI PEPITE;20,00;;
VI;15325;CORNER MZ WG;530,00;;
VI;15326;CUPROTEK DISPERSS x 10 kg;660,00;;
VI;15333;APPLAUD PLUS;1.939,60;;
VI;15333;APPLAUD PLUS x 1 lt;5,00;;
VI;15340;FEUDO 50 WP;131,00;;
VI;15343;FEUDO RD WP;10,00;;
VI;15348;RIDOMIL GOLD R LIQUIDO;145,00;;
VI;15356;AVIATOR SC;354,00;;
VI;15356;SPHINX SC;40,00;;
VI;15359;VITIL 8-64 WG;60,00;;
VI;15361;LIETO;132,10;;
VI;15363;MEDEIRO 80 WG ADVANCE;20,00;;
VI;15365;RAME ZOLFO FLOW MCT;220,00;;
VI;15365;RAME ZOLFO FLOW;47,00;;
VI;15370;FURY GEO x 10 kg;12.050,00;;
VI;15370;FURY GEO;1.350,00;;
VI;15371;BELEM PROTEZIONE x 12 kg;12.816,00;;
VI;15371;BELEM PROTEZIONE;888,00;;
VI;15378;TRAXOS PRONTO 60;63,00;;
VI;15378;TRAXOS PRONTO 60 x 1 lt;18,00;;
VI;15379;AXIAL PRONTO 60;493,00;;
VI;15379;AXIAL PRONTO 60   LT 0,75;32,25;;
VI;15379;AXIAL PRONTO 60 x 0,75 lt (1 Ha);27,75;;
VI;15379;AXIAL PRONTO 60   LT1;10,00;;
VI;15384;LUNA EXPERIENCE;36,00;;
VI;15384;LUNA EXPERIENCE x 1 lt;6,00;;
VI;15386;TRACER FLY;24,00;;
VI;15388;MEXIL ORO R WG;140,00;;
VI;15389;FLARE GOLD R WG x 10 kg;740,00;;
VI;15401;TAIFUN MK CL;4.755,50;;
VI;15401;TAIFUN MK CL  1LT;2.520,00;;
VI;15401;TAIFUN MK CL x 20 lt;1.240,00;;
VI;15401;TAIFUN MK CL  5LT;605,00;;
VI;15416;DIFO;12,00;;
VI;15428;WINNER OD;31,00;;
VI;15448;REBEL TOP;207,00;;
VI;15449;CIDELY;760,50;;
VI;15451;ELIOS WG TOP;22,00;;
VI;15493;SIMUN 40 OD;114,00;;
VI;15499;SONG 70 WDG;36,50;;
VI;15501;QUIZ;80,00;;
VI;15505;SILBOT 500 SC x 1 lt;806,00;;
VI;15505;SILBOT 500 SC;3,00;;
VI;15507;CREW SUPERB;321,00;;
VI;15509;MOSAIKO COMBI;313,00;;
VI;15513;OSSICLOR 35 WG GREEN;2.640,00;;
VI;15514;CUPRAVIT BLU 35 WG;1.947,90;;
VI;15514;BAYER CUPRAVIT BLU WG GR 100;3,80;;
VI;15515;POLTIGLIA 20 PB GREEN;710,00;;
VI;15532;TOBAGO 200 SL;0,55;;
VI;15546;BIATHLON 4D;3,50;;
VI;15553;REGALIS PLUS;3,00;;
VI;15569;LOOP 40 x 5 lt;415,00;;
VI;15569;LOOP 40;136,00;;
VI;15569;LOOP 40 x 1 lt;29,00;;
VI;15572;ZOMINEX x 1 lt (+PERGADO SC x 1);72,00;;
VI;15572;ZOMINEX;58,00;;
VI;15573;PROMESS SL;132,00;;
VI;15574;KARMA 85;15,00;;
VI;15583;PIRAT;23,00;;
VI;15591;PREVINT TOP;17,00;;
VI;15596;LASCAR;3,00;;
VI;15603;ERBIFEN K;420,00;;
VI;15612;SEMPRA;3,15;;
VI;15618;FULLDINA 355 SC;78,00;;
VI;15621;BOTTO 50 EC;46,00;;
VI;15622;CURZATE R WG BIANCO;295,00;;
VI;15623;COSMOS 550 EC;63,00;;
VI;15625;TERMINUS SC;100,00;;
VI;15629;BADGER 45% WG;19,50;;
VI;15633;REVUS TOP;12,00;;
VI;15640;PROLINE STAR x 1 lt;142,00;;
VI;15640;PROLINE STAR x 5 lt;20,00;;
VI;15644;LANDMASTER;560,00;;
VI;15646;VIVER 250 EC;10,00;;
VI;15649;COMPO DISERBO FACILE RTU;6,00;;
VI;15651;FLANKER;24,00;;
VI;15652;VAREN;10,00;;
VI;15655;KEETON 25 WG x 1 kg;6,00;;
VI;15661;SENEGO;16,25;;
VI;15663;CUPRAVIT 35 WG;497,50;;
VI;15666;TURNER COMBI;17,00;;
VI;15668;GHIBLI 240 OD;21,25;;
VI;15668;GHIBLI 240 OD   250ML;0,75;;
VI;15680;MITRHA 40 SC;3,00;;
VI;15681;LUMADRY ESCA;118,50;;
VI;15687;MICLOCUR;12,00;;
VI;15690;ALIAL RAMATO;68,00;;
VI;15710;CLINCHER ONE;10,00;;
VI;15711;ALSYSTIN;3,00;;
VI;15713;DIABLO SC;6,40;;
VI;15713;DIABLO SC x 0,2 lt;2,20;;
VI;15722;ARMICARB 85;234,00;;
VI;15722;ARMICARB 85   X 5;5,00;;
VI;15725;DUAXO;31,40;;
VI;15738;STOPWEED 480 x 1 lt;95,00;;
VI;15741;AVADEX FACTOR;50,00;;
VI;15741;AVADEX FACTOR N.ETIC.X 10(PRESSING);9,00;;
VI;15751;VITENE TRIPLO R;1.295,50;;
VI;15758;QUILT XCEL;88,00;;
VI;15759;DECIS TRAP;2,00;;
VI;15765;DIABLO;0,60;;
VI;15779;ABANTO;3,00;;
VI;15832;VINTAGE C DISPERSS x 5 kg;355,00;;
VI;15834;TRACER 120;37,00;;
VI;15841;FLOCTER;10,00;;
VI;15842;AFICIONADO x 3 lt;3,00;;
VI;15847;MAKURI;44,25;;
VI;15847;MAKURI  LT 0,750;3,75;;
VI;15857;R6 ERRESEI PASADOBLE;1.011,00;;
VI;15857;R6 ERRESEI PASADOBLE x 10 kg;100,00;;
VI;15859;KATANGA EXPRESS;235,00;;
VI;15862;SUBITEX x 10 lt;60,00;;
VI;15877;CONSENTO;60,00;;
VI;15883;MARTO';6,00;;
VI;15891;BLAISE;64,00;;
VI;15899;SILICOSEC;15,00;;
VI;15900;TRIKA EXPERT;3.745,00;;
VI;15901;ERCOLE;31.646,50;;
VI;15901;ERCOLE x 10 kg;2.120,00;;
VI;15907;PRESIDIUM ONE;940,00;;
VI;15907;PRESIDIUM ONE   X 5;30,00;;
VI;15912;CUPRO ISAGRO WG;774,00;;
VI;15913;BORDO ISAGRO WG BLU;64,00;;
VI;15914;RAME ISAGRO WG BLU;150,00;;
VI;15924;RUSTLER;8,00;;
VI;15926;MOJANG 600;10,00;;
VI;15927;MOJANG T;170,00;;
VI;15931;GLORIAL JET;29,00;;
VI;15933;AXIENDO PRONTO USO;68,25;;
VI;15936;IMAZAMOX 40 (IMPORTAZIONE PARALLELA);70,00;;
VI;15949;PROMEX x 1 lt;12,00;;
VI;15949;PROMEX;1,00;;
VI;15961;RETENGO NEW;83,00;;
VI;15961;RETENGO NEWS x 1 lt;18,00;;
VI;15996;PATRIOT DRY;157,00;;
VI;15996;PATRIOT DRY x 1 kg;67,00;;
VI;16000;MINUET GR;41,50;;
VI;16030;CONTENDER WG;13,00;;
VI;16032;RADAR 10 EC;6,00;;
VI;16035;THEOREM;10,00;;
VI;16042;TOSCANA;13,66;;
VI;16051;LENNS;188,20;;
VI;16051;LENNS x 5 lt;15,00;;
VI;16063;ARIGO;13,87;;
VI;16065;TOPIK ONE;6,06;;
VI;16068;FOLDER 80 WG;950,00;;
VI;16071;MESOZIN 70 WG;55,25;;
VI;16074;GLORIAL 25 EC;21,00;;
VI;16075;AGHERUD M;294,00;;
VI;16084;BREVIS;6,00;;
VI;16084;BREVIS x 0,5 kg;1,50;;
VI;16087;LAGOS;30,00;;
VI;16098;NIBER 70 DF x 0,250 kg;132,00;;
VI;16098;NIBER 70 DF;5,00;;
VI;16099;SINIS 70 DF;115,00;;
VI;16104;ELECTIS TRIO WDG;1.206,00;;
VI;16117;SERBY;52,65;;
VI;16124;JUVINAL ECHO PLUS;6,00;;
VI;16124;JUVINAL ECHO PLUS x 1 lt;1,00;;
VI;16126;FLANCO SC;6,40;;
VI;16136;LUMA-GOLD;66,50;;
VI;16137;OSIRIS;60,00;;
VI;16139;SEGURIS XTRA x 1 lt;288,00;;
VI;16139;SEGURIS XTRA;75,00;;
VI;16139;SEGURIS XTRA x 5 lt;40,00;;
VI;16139;SEGURIS  XTRA;2,00;;
VI;16149;BABEL;12,00;;
VI;16161;CENTURY SL;460,00;;
VI;16167;MARACANA;7,00;;
VI;16171;HADDEN;26,40;;
VI;16172;CAL-EX 1.9 EW x 1 lt;293,00;;
VI;16172;CAL-EX 1,9 EW;117,00;;
VI;16179;FOLLOW 80 WG;325,00;;
VI;16182;CLICK PRO;459,00;;
VI;16191;TRIMAXX x 1 lt;101,00;;
VI;16194;ETRAVON PRO;20,00;;
VI;16205;IDROX 20;310,00;;
VI;16207;KRATER 1.9 EW;6,00;;
VI;16210;ZETARAM HI TECH;10,00;;
VI;16213;UNICORN PLUS DF;140,00;;
VI;16221;MADEX TOP;3,90;;
VI;16221;MADEX TOP x 0,1 lt;1,60;;
VI;16223;CUSTOM;12,00;;
VI;16225;POLTIGLIA BLU 20 WG;46,00;;
VI;16227;FOLPAN COMBI;2.418,00;;
VI;16227;FOLPAN COMBI x 5 kg;520,00;;
VI;16227;FOLPAN COMBI x 1 kg;64,00;;
VI;16230;RUFAST NOVA;1,00;;
VI;16261;BELOUKHA;10,00;;
VI;16283;QUANTUM R-OK;25,00;;
VI;16297;SUPPORT 100 EC;150,00;;
VI;16299;PASSAT SL x 5 lt;465,00;;
VI;16299;PASSAT SL x 1 lt;333,00;;
VI;16305;BONZI;4,00;;
VI;16321;PENDIPHAR;8,00;;
VI;16325;EPIK SL;804,57;;
VI;16325;EPIK SL x 1 lt;144,00;;
VI;16325;EPIK SL x 5 lt;65,00;;
VI;16352;FRISBEE TOP;22,00;;
VI;16363;SIRTAKI;403,00;;
VI;16363;SIRTAKI x 1 lt;152,00;;
VI;16364;BISMARK;3.006,00;;
VI;16364;BISMARK x 10 lt;1.240,00;;
VI;16364;BISMARK x 1 lt;836,00;;
VI;16364;BISMARK x 5 lt;390,00;;
VI;16364;BISMARK  LT 5;320,00;;
VI;16379;PREV-AM PLUS;559,00;;
VI;16396;TEMSA 100;23,00;;
VI;16405;IMAGE GOLD;110,00;;
VI;16408;ENOVIT METIL FL BEET;5,00;;
VI;16413;SEQUAT;20,00;;
VI;16415;MADEX TWIN;0,40;;
VI;16434;OLIOCIN NATRIA;8,00;;
VI;16444;DIXIE MAIS;367,20;;
VI;16460;VELIERO 500 EC;102,00;;
VI;16462;R6 ERRESEI ALBIS ORTO;37,00;;
VI;16480;3LOGY;384,00;;
VI;16480;3LOGY x 4 lt;24,00;;
VI;16483;TEMIDE 50 WG;332,00;;
VI;16484;CIRCUIT ACCESS 36 CS;27,00;;
VI;16486;RAGTIME 250;7,00;;
VI;16493;SPI GEO;700,00;;
VI;16527;TELLUS WP;8,00;;
VI;16528;GHIBLI 40 OD;184,00;;
VI;16534;TIXAL R SC;12,00;;
VI;16538;KITAMBA;180,00;;
VI;16545;COPRANTOL HI BIO 2.0;39,00;;
VI;16566;KUPPER 20 WG;10,00;;
VI;16567;TRICOPPERLAND x 10 kg;1.110,00;;
VI;16571;COPPER COMBI WG;12,00;;
VI;16719;BEAM 16;30,00;;
VI;16719;BEAM 16  X 1;27,00;;
VI;16722;EXIREL 2016;43,00;;
VI;16722;EXIREL;16,00;;
VI;16722;EXIREL 2016 (AUTORIZZAZIONE ECCEZIONALE);5,00;;
VI;16728;AF-X1 2016 x 12,5 kg;585,00;;
VR;13;THIOPRON;34.490,00;;
VR;13;THIOPRON x 10 lt;30.045,00;;
VR;13;THIOPRON DA LT. 10;3.340,00;;
VR;13;THIOPRON X LT.10;1.340,00;;
VR;13;THIOPRON X LT.1000;1.000,00;;
VR;13;;940,00;;
VR;17;U 46 COMBI FLUID;1.061,00;;
VR;17;U 46 COMBI FLUID x 1 lt;222,00;;
VR;17;U 46 COMBI-FLUID REG.0017 LT.1-CLP-;49,00;;
VR;17;U46 COMBI-FLUID LT. 1x12 (Xn);15,00;;
VR;17;U46 COMBI FLUID;9,00;;
VR;133;U 46 D-FLUID;100,00;;
VR;206;ALBENE x 25 lt;51.470,00;;
VR;206;ALBENE;11.112,00;;
VR;206;ALBENE X LT.25;675,00;;
VR;206;ALBENE x 1 lt;1,00;;
VR;298;CUPRIN;18,50;;
VR;449;MOCAP;23.160,00;;
VR;449;MOCAP REG.00449 KG.15 -CLP-;7.725,00;;
VR;449;MOCAP x 15 kg;3.345,00;;
VR;449;MOCAP REG.00449 KG.15;2.865,00;;
VR;565;FUMATHANE 510;11.310,00;;
VR;599;ACUPRICO 76 WG;1.998,00;;
VR;599;ACUPRICO 76 WG X KG.5;600,00;;
VR;599;ACUPRICO 76 WG X KG.1;300,00;;
VR;619;VALGRAN;944,00;;
VR;630;REGLONE W;4.521,00;;
VR;630;REGLONE W DA LT. 5x4 (T+);2.355,00;;
VR;630;REGLONE W REG.0630 LT.5-CLP-;850,00;;
VR;630;REGLONE W x 5 lt;420,00;;
VR;630;REGLONE W x 1 lt;141,00;;
VR;630;REGLONE W DA LT. 1x12 (T+);75,00;;
VR;630;REGLONE W REG.0630 LT.1-CLP-;55,00;;
VR;747;ZOLFO SPRUZZABILE;12.195,00;;
VR;747;ZOLFO SPRUZZ.MICRO.92% X KG.10;3.250,00;;
VR;747;ZOLFO SPRUZ 95% MORMINO PB x 10 kg;2.590,00;;
VR;779;TRIMANOC 80 WP;8,00;;
VR;779;TRIMANOC 80 WP X KG. 1;8,00;;
VR;779;TRIMANOC 80 WP x 1 kg;6,00;;
VR;844;MICROBAGNABILE 80;89,00;;
VR;886;SENCOR x 0,5 kg;78,50;;
VR;886;SENCOR WG;56,50;;
VR;886;SENCOR WG REG.0886 GR.500-CLP-;40,50;;
VR;886;SENCOR WG REG.0886 GR.500;5,00;;
VR;909;POLISOLFURO DI CALCIO POLISENIO;65.335,00;;
VR;909;POLIS. CALCIO POLISENIO x 25 kg;15.225,00;;
VR;909;POLIS. CALCIO POLISENIO x 250 kg;5.750,00;;
VR;909;POLISOLFURO CALCIO KG.25 (20lt;3.075,00;;
VR;909;POLISOLFURO DI CALCIO X KG.25;1.625,00;;
VR;909;POLISOLFURO DI CALCIO X KG.250;1.250,00;;
VR;909;POLISOLF. CALCIO KG.250 (200lt;250,00;;
VR;1155;CHEMOL 90 EL;791,00;;
VR;1156;CHEMOL;55.012,00;;
VR;1156;CHEMOL DA LT. 25;23.550,00;;
VR;1156;CHEMOL X LT.25;900,00;;
VR;1156;CHEMOL DA LT. 5x4;675,00;;
VR;1156;CHEMOL DA LT. 1x12;104,00;;
VR;1156;CHEMOL x 25 lt;25,00;;
VR;1156;CHEMOL X LT.1;5,00;;
VR;1544;MESUROL;104,00;;
VR;1562;ERBITOX E 30 x 1 lt;956,00;;
VR;1562;ERBITOX E 30;5,00;;
VR;1573;BASAMID GRANULAT;26.820,30;;
VR;1573;BASAMID x 20 kg;9.940,00;;
VR;1573;BASAMID GRAN. DA KG. 20 (Xn);20,00;;
VR;1583;MICROTHIOL DISPERSS;84.844,00;;
VR;1583;MICROTHIOL DISPERSS x 25 kg;47.050,00;;
VR;1583;MICROTHIOL DISPERSS X KG.25;34.000,00;;
VR;1583;MICROTHIOL DISPERSS DA KG. 25;9.175,00;;
VR;1583;MICROTHIOL DISPERSS x 15 kg;6.660,00;;
VR;1583;;1.950,00;;
VR;1583;MICROTHIOL DISPERSS x 1 kg;1.574,00;;
VR;1714;KERB 80 EDF;567,00;;
VR;1714;KERB  80 EDF;552,00;;
VR;1714;KERB 80 EDF DA KG. 1x10 (Xn);228,00;;
VR;1714;KERB 80 EDF x 1 kg;87,00;;
VR;1714;KERB 80 EDF REG.01714 KG.1 -CLP-;86,00;;
VR;1714;KERB 80 EDF  REG.01714 KG.1;27,00;;
VR;1823;ZOLFO 80 MICRONIZZATO;3.911,00;;
VR;1850;IDRORAME FLOW;256,75;;
VR;1850;KOL IDRORAME FLOW ML.250;26,50;;
VR;1903;SULFURENE X KG.25;100,00;;
VR;1936;LIQUIZOL M;32.978,00;;
