Prodotti fitosanitari venduti nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;;;Sostanze attive vendute nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;
(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;;;(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ;Nome Prodotto venduto;Quantità (Kg o litri);;;Azienda ULSS;Provincia ULSS;Sostanza attiva venduta;Quantità (Kg);;
BL;2;9422;EVADE;37,85;;;3;VI;FATTY ACIDS C7-C18 AND C18 AND UNSATURATED POTASSIUM SALTS (SALI POTASSICI DI ACIDI GRASSI);0,37;;
BL;2;9449;EMERALD COMBI;18;;;3;VI;FENAMIDONE;2;;
BL;2;9463;KLARO KIT;326;;;3;VI;FENBUCONAZOLE;1,8;;
BL;2;9478;PIRET;8,4;;;3;VI;FENHEXAMID;15,87;;
BL;2;9509;PROMALIN NT;1,5;;;3;VI;FENOXAPROP-P-ETHYL;4,95;;
BL;2;9602;GLIFOSAR;5;;;3;VI;FERRIC PHOSPHATE (FOSFATO FERRICO);2;;
BL;2;9673;SEPRA-BAIT;67;;;3;VI;FLAZASULFURON;0,05;;
BL;2;9730;CUPROSSIL IDRO 25 WP BLU;12;;;3;VI;FLORASULAM;0,11;;
BL;2;9747;FURY;12,75;;;3;VI;FLUAZINAM;4,62;;
BL;2;9767;NUFOS 7,5 G;60;;;3;VI;FLUDIOXONIL;4,22;;
BL;2;9800;MAVRIK 20 EW;3,12;;;3;VI;FLUOPICOLIDE;49,06;;
BL;2;9802;COPRANTOL HI BIO;14;;;3;VI;FLUROXYPYR;41,52;;
BL;2;9867;4 STAGIONI;6,5;;;3;VI;FLUVALINATE;12,04;;
BL;2;9940;ZELIG GR;647;;;3;VI;FOLPET;28,4;;
BL;2;9954;JOKER;250;;;3;VI;FORAMSULFURON;27,6;;
BL;2;9995;ARIUS;5,25;;;3;VI;FORCHLORFENURON;0,05;;
BL;2;10057;ARPEL WDG;1,5;;;3;VI;FOSETYL-ALUMINIUM;1.191,18;;
BL;2;10080;COMET SC;16;;;3;VI;GLUFOSINATE-AMMONIUM;3,6;;
BL;2;10127;DECIS JET;26,09;;;3;VI;GLYPHOSATE (GLIFOSATE);2.716,29;;
BL;2;10161;ORTIVA;2;;;3;VI;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);20,4;;
BL;2;10185;ZERGAN EV;1,5;;;3;VI;HEXYTHIAZOX;0,73;;
BL;2;10230;LUMAPLUS;34;;;3;VI;IMAZAMOX;4,29;;
BL;2;10233;BORDOSEP;160;;;3;VI;IMIDACLOPRID;76,59;;
BL;2;10296;IPERION;46;;;3;VI;INDOXACARB;0,08;;
BL;2;10372;RASIKAL QUICK;16,5;;;3;VI;IPRODIONE;5,25;;
BL;2;10404;CLINIC 360 SL;10;;;3;VI;IPROVALICARB;9,77;;
BL;2;10423;LUMACHICIDA VEBI;89;;;3;VI;ISOXADIFEN ETHYL;30,97;;
BL;2;10424;VEBIGLYF;13;;;3;VI;ISOXAFLUTOLE;163,39;;
BL;2;10456;KLARO ULTRA;102;;;3;VI;LAMBDA-CYHALOTHRIN;20,37;;
BL;2;10461;DICOTURF;1;;;3;VI;LAURATO DI POTASSIO;1,23;;
BL;2;10479;NATURALIS;1;;;3;VI;LENACIL;0,4;;
BL;2;10492;VEBIZOLFO FLOW;2;;;3;VI;LINURON;0,38;;
BL;2;10494;PREMIUM TOP;60;;;3;VI;MANCOZEB;194,25;;
BL;2;10563;SWEEL WDG;5;;;3;VI;MANDIPROPAMID;0,5;;
BL;2;10565;DICOTIL EXTRA;15;;;3;VI;MCPA;24,1;;
BL;2;10568;ZOOMER;52,25;;;3;VI;MCPA SODIUM (MCPA SALE SODICO);10,2;;
BL;2;10734;DUAL GOLD;8;;;3;VI;MECOPROP;7,43;;
BL;2;10735;PRIMAGRAM GOLD;357;;;3;VI;MECOPROP-P;0,22;;
BL;2;10741;METACINQUE;34;;;3;VI;MEPTYLDINOCAP;3,93;;
BL;2;10753;FOLICUR SE;11,75;;;3;VI;MESOTRIONE;8,25;;
BL;2;10771;MOST MICRO;1;;;3;VI;METAFLUMIZONE;0,4;;
BL;2;10976;METEOR;12;;;3;VI;METALAXYL;0,14;;
BL;2;11102;HELIOSOUFRE S;0,4;;;3;VI;METALAXYL M;1,24;;
BL;2;11130;DISERBOFACILE;72;;;3;VI;METALDEHYDE (METALDEIDE);310,7;;
BL;2;11190;PENCOR 10 EC;0,5;;;3;VI;METAMITRON;1,4;;
BL;2;11243;LEOPARD 5 EC;1;;;3;VI;METAZACHLOR;13,27;;
BL;2;11253;CALLISTO;36;;;3;VI;METHIOCARB;0,9;;
BL;2;11382;GARDENE PLUS;124;;;3;VI;METIRAM;145,25;;
BL;2;11393;BEETLE;0,5;;;3;VI;METRIBUZIN;34,83;;
BL;2;11403;MELODY COMPACT;119,5;;;3;VI;MYCLOBUTANIL;1,47;;
BL;2;11420;OLEOSAN SPRAY;8;;;3;VI;NAA;0,02;;
BL;2;11449;GARDOPRIM GOLD;1005;;;3;VI;NICOSULFURON;13,98;;
BL;2;11497;CRITTOVIT WG;121;;;3;VI;NONIL-FENIL-POLIOSSIETILENE ETANOLO;14;;
BL;2;11525;FUNGIDINA;15,3;;;3;VI;OXADIAZON;1,96;;
BL;2;11527;PYRINEX QUICK;6,82;;;3;VI;OXYFLUORFEN;26,67;;
BL;2;11534;BIOTIOL;5;;;3;VI;PARAFFIN OIL/(CAS 64742-46-7);176,78;;
BL;2;11560;REGALIS;2;;;3;VI;PARAFFIN OIL/(CAS 8042-47-5);2.953,20;;
BL;2;11561;NEEMAZAL T/S;1,58;;;3;VI;PARAFFIN OIL/(CAS 97862-82-3);265,38;;
BL;2;11566;ZOLFO 80 WP;70;;;3;VI;PENCONAZOLE;3,57;;
BL;2;11569;CUPROXAT S.D.I.;25;;;3;VI;PENDIMETHALIN;89,01;;
BL;2;11586;TOP-AGAN;133;;;3;VI;PHOSMET;69;;
BL;2;11587;CAMBEL S;21;;;3;VI;PIPERONYL BUTOXIDE (PIPERONIL BUTOSSIDO);0,36;;
BL;2;11614;ACTARA 25 WG;4,52;;;3;VI;PIRIMIPHOS METHYL;0,24;;
BL;2;11619;TIOFLOR WDG;160;;;3;VI;POLISILOSSANO;0,09;;
BL;2;11638;FLUORATE;380;;;3;VI;POTASSIUM HYDROGEN CARBONATE (IDROGENOCARBONATO DI POTASSIO);21,25;;
BL;2;11659;HERBITOTAL S;18,75;;;3;VI;PROCHLORAZ;1,06;;
BL;2;11698;MINUET;3,5;;;3;VI;PROPAMOCARB;28,25;;
BL;2;11700;BOTANIGARD 22 WP;0,2;;;3;VI;PROPAMOCARB HYDROCHLORIDE;2,66;;
BL;2;11704;OLIO OGNISTAGIONE;0,5;;;3;VI;PROPAQUIZAFOP;5,63;;
BL;2;11722;GEONEX;20;;;3;VI;PROPICONAZOLE;5,22;;
BL;2;11814;SPADA 200 EC;11;;;3;VI;PROPINEB;307,3;;
BL;2;11815;SHARK;25;;;3;VI;PROPYZAMIDE;1,08;;
BL;2;11870;CUPRITAL S.D.I.;1;;;3;VI;PROSULFURON;0,2;;
BL;2;11908;VENTUREX 35 L;1,8;;;3;VI;PYRACLOSTROBIN;2,39;;
BL;2;11911;DECIS GIARDINO;0,06;;;3;VI;PYRETHRIN I;0,18;;
BL;2;11954;TERMINAL DUO;73;;;3;VI;PYRETHRINS;0,41;;
BL;2;11977;SULFUR 80 WG;6;;;3;VI;PYRIDATE;3,42;;
BL;2;11979;BORDO 20 MICRO;14,16;;;3;VI;PYRIMETHANIL;31,29;;
BL;2;12010;TUAREG;8;;;3;VI;QUINOXYFEN;0,16;;
BL;2;12020;SUCCESS;1,24;;;3;VI;QUIZALOFOP-P-ETILE;4,96;;
BL;2;12023;MEGIC;0,25;;;3;VI;RAPE SEED OIL (OLIO DI COLZA);5,7;;
BL;2;12059;CURENOX 30;7,3;;;3;VI;RIMSULFURON;0,06;;
BL;2;12068;TEFLUSTAR;136;;;3;VI;SILICONI;3,12;;
BL;2;12069;EPIK;4,75;;;3;VI;S-METOLACHLOR;654,67;;
BL;2;12078;METALIM;1993;;;3;VI;SODIUM DIOCTYL SULFOSUCCINATE (AUTORIZZATO SOLO COME COADIUVANTE);4,05;;
BL;2;12083;DANADIM PROGRESS;1,25;;;3;VI;SORBITAN MONO OLEATO ETOSSILATO;17,16;;
BL;2;12084;GALEO;3;;;3;VI;SORBITAN MONOLEATO;61,08;;
BL;2;12133;JUVINAL 10 EC;1;;;3;VI;SPINOSAD;1,31;;
BL;2;12138;R6 ERRESEI TREVI;14;;;3;VI;SPIROTETRAMAT;0,52;;
BL;2;12172;FERRAMOL;58,5;;;3;VI;SPIROXAMINE;86,1;;
BL;2;12202;ZEMIX R;41;;;3;VI;SULCOTRIONE;3,19;;
BL;2;12212;PENTHIUM EC;8;;;3;VI;SULPHUR (ZOLFO);10.384,17;;
BL;2;12215;VEBIPHOS 7,5;18;;;3;VI;TEBUCONAZOLE;237,98;;
BL;2;12245;ROUNDUP 360 POWER;45;;;3;VI;TEFLUTHRIN;0,81;;
BL;2;12279;ERBY 5 EC;2,55;;;3;VI;TEMBOTRIONE;6,58;;
BL;2;12317;DACOL L 20;10;;;3;VI;TERBUTHYLAZINE;296,23;;
BL;2;12318;VIVER;19;;;3;VI;TETRACONAZOLE;3,51;;
BL;2;12320;PERSHING;0,37;;;3;VI;THIAMETHOXAM;1,07;;
BL;2;12325;MESUROL M PLUS;593;;;3;VI;THIENCARBAZONE-METHYL;62,3;;
BL;2;12330;DEDALUS SE;4;;;3;VI;THIFENSULFURON-METHYL;1,26;;
BL;2;12344;VEBITHRIN 5 EC;1,25;;;3;VI;THIRAM;295;;
BL;2;12393;COPPERCIM WG;10,25;;;3;VI;TOLCLOFOS-METHYL;9,2;;
BL;2;12395;CUTRIL TOP;27;;;3;VI;TRIBASIC COPPER SULPHATE (RAME SOLFATO TRIBASICO);246,67;;
BL;2;12526;SWAN;1;;;3;VI;TRIBENURON-METILE;0,67;;
BL;2;12534;FOXTAIL;11;;;3;VI;TRICHODERMA ASPERELLUM;0,02;;
BL;2;12540;REGRAN SL;3;;;3;VI;TRICHODERMA HARZIANUM;0,02;;
BL;2;12553;VEBIPYR;0,3;;;3;VI;TRICLOPYR;44,62;;
BL;2;12566;PYGANIC 1.4;0,37;;;3;VI;TRIFLOXYSTROBIN;11,3;;
BL;2;12629;BUGGY 360 SG N.E.T.;7,8;;;3;VI;ZETA CYPERMETHRIN;6,13;;
BL;2;12636;QUASAR 6/24 R;132;;;3;VI;ZIRAM;262,2;;
BL;2;12647;GLITTER;4;;;3;VI;ZOXAMIDE;10,48;;
BL;2;12650;NUPRID 200 SL;0,13;;;4;VI;(E)-8-DODECEN-1-YL ACETATE;0;;
BL;2;12671;HARMONY 50 SX;0,08;;;4;VI;(Z)-8-DODECEN-1-OL;0;;
BL;2;12686;CHAMAN;83;;;4;VI;(Z)-8-DODECEN-1-YL ACETATE;0;;
BL;2;12722;OSSICLOR 20 FLOW;8;;;4;VI;2,4-D;5,53;;
BL;2;12723;OSSICLOR 20 BLU FLOW;3;;;4;VI;2,4-D (SALE DIMETILAMMINICO);1,03;;
BL;2;12737;AIRONE PIU';17;;;4;VI;3,6 dioxaeicosilsolfato;2,88;;
BL;2;12747;CUPRAVIT BLU WG;172;;;4;VI;3,6 dioxaottodecilsolfato di sodio;5,73;;
BL;2;12748;GRIFON PIU';6;;;4;VI;ABAMECTIN;0,14;;
BL;2;12752;SANAPLANT;8;;;4;VI;ACETAMIPRID;3,86;;
BL;2;12756;DICOTEX;2,8;;;4;VI;ACLONIFEN;11,41;;
BL;2;12759;OSSICLOR 35 WG;325;;;4;VI;ALCOOL GRASSO ETOSSILATO;6,67;;
BL;2;12779;RAMEDIT COMBI WG;117;;;4;VI;AMETOCTRADIN;58,08;;
BL;2;12878;RIDOMIL GOLD COMBI PEPITE;20;;;4;VI;AMINOPYRALID;1,64;;
BL;2;12883;PROSPER 300 CS;23;;;4;VI;AUREOBASIDIUM PULLULANS;0;;
BL;2;12888;LEPINOX PLUS;1;;;4;VI;AZADIRACHTIN A (AZADIRACTINA A);0,46;;
BL;2;12924;JUPITER WG;13;;;4;VI;AZOXYSTROBIN;11,59;;
BL;2;12940;KARATE ZEON 1.5;2;;;4;VI;BACILLUS SUBTILIS (CEPPO QST 713);0,53;;
BL;2;12992;BAGNANTE PLUS;10;;;4;VI;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO ABTS 351;0,19;;
BL;2;13020;MICRORAM 35 WG;4;;;4;VI;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO EG 2348;1,58;;
BL;2;13026;SUSCON;0,17;;;4;VI;BEAUVERIA BASSIANA;0,02;;
BL;2;13039;POTCLEAN 2G;14;;;4;VI;BENTAZONE;36,73;;
BL;2;13084;TELDOR PLUS;0,1;;;4;VI;BENTHIAVALICARB;0,02;;
BL;2;13106;IKANOS;4;;;4;VI;BIXAFEN;0,15;;
BL;2;13133;NIBER 35 WG;4;;;4;VI;BORDEAUX MIXTURE (RAME POLTIGLIA BORDOLESE);79,21;;
BL;2;13149;POLTIGLIA MANICA 20 WG;94;;;4;VI;BOSCALID;7,03;;
BL;2;13186;TITUS MAIS EXTRA;0,32;;;4;VI;BROMADIOLONE;0,01;;
BL;2;13212;CONFIDOR 200 O-TEQ;0,3;;;4;VI;BUPIRIMATE;0,71;;
BL;2;13213;R6 ERRESEI ALBIS;101;;;4;VI;BUPROFEZIN;6,93;;
BL;2;13263;BORDORAM 20 WG;10;;;4;VI;CALCIUM POLYSULPHIDE (POLISOLFURO DI CALCIO O ZOLFO CALCICO);247,5;;
BL;2;13296;POKER 7,5;201;;;4;VI;CAPTANO;7,2;;
BL;2;13323;SULFY 80 WDG;4;;;4;VI;CARFENTRAZONE-ETHYL;2,99;;
BL;2;13324;CUPRIZOL S;6,75;;;4;VI;CHLORANTRANILIPROLE;20,22;;
BL;2;13361;DECIS ENERGY O-TEQ;0,8;;;4;VI;CHLORPROPHAM;0,08;;
BL;2;13370;WARRANT 200 SL;2;;;4;VI;CHLORPYRIFOS;557,68;;
BL;2;13382;PERGADO SC;3,5;;;4;VI;CHLORPYRIFOS-METHYL;56,21;;
BL;2;13440;SATEL;3;;;4;VI;CHLORTOLURON;7,62;;
BL;2;13466;SPOTLIGHT PLUS;2;;;4;VI;CIFLUTRIN;0,21;;
BL;2;13468;CLINER;1;;;4;VI;CLOFENTEZINE;0,01;;
BL;2;13521;HELIOCUIVRE S;2,05;;;4;VI;CLOMAZONE;48,41;;
BL;2;13576;RAMEPLANT WG;4,4;;;4;VI;CLOPYRALID;12,49;;
BL;2;13579;COPPER 12;6;;;4;VI;CLOQUINTOCET MEXYL;0,66;;
BL;2;13586;VERDERAME 20 WG;12;;;4;VI;COPOLIMER 21;10,8;;
BL;2;13600;ZOLFO S.A.I.M. DOPPIO VENTILATO SCORREVOLE 95% MARCA FLORISTELLA;140;;;4;VI;COPPER HYDROXIDE (RAME IDROSSIDO);266,89;;
BL;2;13610;CLINIC SPECTRUM;12,6;;;4;VI;COPPER OXIDE (RAME OSSIDO);18,75;;
BL;2;13635;POLTIGLIA 20 PB MANICA;2408;;;4;VI;COPPER OXYCHLORIDE (RAME OSSICLORURO);4.341,12;;
BL;2;13640;IMPRINT;3,8;;;4;VI;COPPER SULFATE (RAME SOLFATO);976,85;;
BL;2;13648;SIARAM 20 WG;1286;;;4;VI;CYAZOFAMID;9,69;;
BL;2;13702;GEOTOX 7,5 C;105;;;4;VI;CYCLOXYDIM;4,41;;
BL;2;13721;AFIDINA QUICK;11;;;4;VI;CYDIA POMONELLA GRANULOSIS VIRUS;0,03;;
BL;2;13743;KUKAR 22;16;;;4;VI;CYFLUFENAMID;3,6;;
BL;2;13794;SPADA WDG;2,25;;;4;VI;CYMOXANIL;197,13;;
BL;2;13812;NOTO 40 OD;10;;;4;VI;CYPERMETHRIN;41,87;;
BL;2;13823;ALVERDE;10,45;;;4;VI;CYPROCONAZOLE;1,93;;
BL;2;13857;CRODIX GEO/MINUET GEO;48;;;4;VI;CYPRODINIL;16,68;;
BL;2;13858;MEDIATOR EXTRA SL;0,67;;;4;VI;CYPROSULFAMIDE;139,48;;
BL;2;13877;KITT PRONTO;23,5;;;4;VI;DB-2,4;76,08;;
BL;2;13955;MITIGREEN;11;;;4;VI;DELTAMETHRIN;14,01;;
BL;2;14018;BASIC;5;;;4;VI;DENATHONIUM BENZOATE (DENATONIO BENZOATO);1,33;;
BL;2;14034;CURENOX TOP MICRO;32;;;4;VI;DICAMBA;123,16;;
BL;2;14056;RODIBAIT;31,4;;;4;VI;DICAMBA SALE DIMETILAMMINICO;0,35;;
BL;2;14077;CHAMP 20 DF;12;;;4;VI;DICAMBA SALE SODICO;4,94;;
BL;2;14092;AGRORAT B;75,5;;;4;VI;DIFENOCONAZOLE;1,52;;
BL;2;14127;MEVAXIL COBRE;2;;;4;VI;DIFLUBENZURON;0,88;;
BL;2;14154;PIRETRO ACTIGREEN;1;;;4;VI;DIFLUFENICAN;0,51;;
BL;2;14163;SARMOX 440 WG;20;;;4;VI;DIMETHOATE;52,72;;
BL;2;14248;CLOR QUICK;2,15;;;4;VI;DIMETHOMORPH;173,78;;
BL;2;14290;KOHINOR 200 SL;2,75;;;4;VI;DIQUAT;1,37;;
BL;2;14381;PYRINET;0,9;;;4;VI;DITHIANON;11,2;;
BL;2;14405;MERLIN FLEXX;430;;;4;VI;DODINE;233,73;;
BL;2;14407;RUNWAY;80,25;;;4;VI;EMAMECTIN BENZOATE;0,03;;
BL;2;14409;MOVENTO 48 SC;2,5;;;4;VI;ETOFENPROX;2,74;;
BL;2;14441;VALZER SC;6;;;4;VI;ETOXAZOLE;0,26;;
BL;2;14465;TAIFUN MK;16;;;4;VI;FENAMIDONE;5,44;;
BL;2;14510;ELECTIS TRIO;89;;;4;VI;FENARIMOL;0,03;;
BL;2;14579;RAMIN 30 DF;12;;;4;VI;FENBUCONAZOLE;0,35;;
BL;2;14642;RIDOMIL GOLD R WG;21;;;4;VI;FENHEXAMID;26,45;;
BL;2;14724;CIP;15;;;4;VI;FENOXAPROP-P-ETHYL;8,39;;
BL;2;14737;ROUNDUP PLATINUM;1558;;;4;VI;FERRIC PHOSPHATE (FOSFATO FERRICO);2,99;;
BL;2;14799;AFLOR 200 SL;13,25;;;4;VI;FLAZASULFURON;0,19;;
BL;2;14804;COPPER - DF;6;;;4;VI;FLORASULAM;0,22;;
BL;2;14812;ENERVIN TOP;14;;;4;VI;FLUDIOXONIL;11,12;;
BL;2;14815;ADENGO;720;;;4;VI;FLUOPICOLIDE;33,15;;
BL;2;14826;PYREOS EXTRA SL;10;;;4;VI;FLUROXYPYR;65,48;;
BL;2;14837;GLIFOSAR FLASH;101;;;4;VI;FLUVALINATE;10,65;;
BL;2;14867;SYNERO;17;;;4;VI;FOLPET;96,62;;
BL;2;14870;ASSORAM ELITE WG;2;;;4;VI;FORAMSULFURON;5,64;;
BL;2;14876;GRANDSTAND;3,25;;;4;VI;FOSETYL-ALUMINIUM;1.267,43;;
BL;2;14891;TRICO;43;;;4;VI;GLUFOSINATE-AMMONIUM;10,8;;
BL;2;14911;CARBOSAN G;7;;;4;VI;GLYPHOSATE (GLIFOSATE);5.138,79;;
BL;2;15013;NATRIA LUMACHICIDA;83;;;4;VI;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);3,6;;
BL;2;15014;NATRIA ERBICIDA;0,5;;;4;VI;HEXYTHIAZOX;0,23;;
BL;2;15047;R6 ERRESEI BORDEAUX WG;4;;;4;VI;HYDROLISED PROTEINS (PROTEINE IDROLIZZATE);3,6;;
BL;2;15059;DECIS EVO;6;;;4;VI;IMAZAMOX;14,76;;
BL;2;15064;MAESTRO WG ADVANCE;30;;;4;VI;IMIDACLOPRID;58,32;;
BL;2;15093;CENTURIO;39;;;4;VI;INDOXACARB;6,16;;
BL;2;15201;FLOXI 355 SC;13;;;4;VI;IODOSULFURON METHYL SODIUM;0,29;;
BL;2;15222;FOLICUR COMBI WG;172;;;4;VI;IPRODIONE;0,75;;
BL;2;15300;ARMETIL FLOW;21;;;4;VI;IPROVALICARB;28,16;;
BL;2;15317;FLARE GOLD COMBI PEPITE;25;;;4;VI;ISOXADIFEN ETHYL;9,09;;
BL;2;15333;APPLAUD PLUS;0,02;;;4;VI;ISOXAFLUTOLE;206,84;;
BL;2;15340;FEUDO 50 WP;7;;;4;VI;LAMBDA-CYHALOTHRIN;50,06;;
BL;2;15343;FEUDO RD WP;27,6;;;4;VI;MANCOZEB;342,06;;
BL;2;15406;DICUMBA;17;;;4;VI;MANDIPROPAMID;18,22;;
BL;2;15505;SILBOT 500 SC/MORFEUM 500 SC;15;;;4;VI;MCPA;94,25;;
BL;2;15509;MOSAIKO COMBI;218;;;4;VI;MCPA SODIUM (MCPA SALE SODICO);1,8;;
BL;2;15514;CUPRAVIT BLU 35 WG;655,7;;;4;VI;MECOPROP;23,36;;
BL;2;15603;ERBIFEN K;14;;;4;VI;MECOPROP-P;3,17;;
BL;2;15618;FULLDINA 355 SC;30;;;4;VI;MEFENPYR DIETHYL;0,86;;
BL;2;15630;PALMAS 45% WG;3,5;;;4;VI;MEPTYLDINOCAP;1,07;;
BL;2;15668;GHIBLI 240 OD;50,25;;;4;VI;MESOSULFURON METHYL;0,29;;
BL;2;15681;LUMADRY ESCA;739;;;4;VI;MESOTRIONE;78,72;;
BL;2;15738;STOPWEED 480;11;;;4;VI;METAFLUMIZONE;0,12;;
BL;2;15901;ERCOLE;3650;;;4;VI;METALAXYL;3,28;;
PD;15;13;THIOPRON;20;;;4;VI;METALAXYL M;41,67;;
PD;15;40;ETRAVON SYNGENTA;901;;;4;VI;METALDEHYDE (METALDEIDE);599,31;;
PD;15;133;U 46 D-FLUID;9;;;4;VI;METAMITRON;1;;
PD;15;206;ALBENE;438;;;4;VI;METAZACHLOR;0,44;;
PD;15;346;BAGIR MAX;120;;;4;VI;METHIOCARB;1,5;;
PD;15;361;BAGNANTE ANTISCHIUMA S;108;;;4;VI;METIRAM;942,76;;
PD;15;619;VALGRAN;12;;;4;VI;METRAFENONE;9,54;;
PD;15;630;REGLONE W;210;;;4;VI;METRIBUZIN;55,59;;
PD;15;909;POLISOLFURO DI CALCIO POLISENIO;100;;;4;VI;MISCELA DI METIL OLEATO E METIL PALMITATO;9,38;;
PD;15;1058;LINURON SIPCAM FLOW;4;;;4;VI;MYCLOBUTANIL;6;;
PD;15;1156;CHEMOL;304;;;4;VI;NAA;0,05;;
PD;15;1544;MESUROL;1;;;4;VI;NAD;0,05;;
PD;15;1562;ERBITOX E 30;41;;;4;VI;NICOSULFURON;24,91;;
PD;15;1573;BASAMID GRANULAT;580;;;4;VI;NONIL-FENIL-POLIOSSIETILENE ETANOLO;10,6;;
PD;15;1583;MICROTHIOL DISPERSS;1683;;;4;VI;OXADIAZON;7,33;;
PD;15;1600;ETRAVON;520;;;4;VI;OXYFLUORFEN;39,88;;
PD;15;1714;KERB 80 EDF;6;;;4;VI;PARAFFIN OIL/(CAS 64742-46-7);76,6;;
PD;15;1765;MICRO-DROP;7,5;;;4;VI;PARAFFIN OIL/(CAS 8042-47-5);1.841,93;;
PD;15;1850;IDRORAME FLOW;5,5;;;4;VI;PARAFFIN OIL/(CAS 97862-82-3);683,01;;
PD;15;2029;TORDON 22K;1,5;;;4;VI;PELARGONIC ACID (ACIDO PELARGONICO);0,56;;
PD;15;2191;WETTING PLUS;345;;;4;VI;PENCONAZOLE;60,66;;
PD;15;2249;MALERBANE PRATI 400;42;;;4;VI;PENDIMETHALIN;308,68;;
PD;15;2259;PASTA LUMACHICIDA IN GRANI;173,7;;;4;VI;PETHOXAMID;2,78;;
PD;15;2260;GASTROTOX E;14;;;4;VI;PHOSMET;49,72;;
PD;15;2353;BONALAN;96;;;4;VI;PICLORAM;0,43;;
PD;15;2518;ACTELLIC 2P;1,2;;;4;VI;PICOXYSTROBIN;10,8;;
PD;15;2520;ACTELLIC;1125;;;4;VI;PINOLENE;0,96;;
PD;15;2603;ESCACIDE;30;;;4;VI;PINOXADEN;2,6;;
PD;15;2634;BUGGY;80;;;4;VI;PIPERONYL BUTOXIDE (PIPERONIL BUTOSSIDO);0,59;;
PD;15;2732;GOLTIX;50;;;4;VI;PIRIMICARB;0,7;;
PD;15;2923;TIOVIT JET;4854;;;4;VI;POTASSIUM PHOSPHITE (FOSFITO O FOSFONATO DI POTASSIO);98,04;;
PD;15;2934;MICROSOL 90;24;;;4;VI;PROCHLORAZ;38,21;;
PD;15;2950;ADESIL A;2;;;4;VI;PROPAMOCARB;48,23;;
PD;15;2995;ESCARTOX;1879;;;4;VI;PROPAMOCARB HYDROCHLORIDE;0,67;;
PD;15;3065;OLIOCIN;6;;;4;VI;PROPAQUIZAFOP;37,05;;
PD;15;3076;MESUROL ESCA;10;;;4;VI;PROPICONAZOLE;23,47;;
PD;15;3102;OLEOTER;50;;;4;VI;PROPINEB;85,05;;
PD;15;3132;SEPR-OIL;30;;;4;VI;PROPYZAMIDE;2,31;;
PD;15;3141;CUTHIOL;6;;;4;VI;PROSULFURON;1,95;;
PD;15;3219;CARAKOL AGRO;958;;;4;VI;PROTHIOCONAZOLE;6,35;;
PD;15;3313;ARAGOL L 40;24;;;4;VI;PYRACLOSTROBIN;2,13;;
PD;15;3343;U46 M CLASS;42;;;4;VI;PYRETHRIN I;0,56;;
PD;15;3366;ROGATOX EC;72;;;4;VI;PYRETHRINS;0,87;;
PD;15;3503;AGRUMIN;71;;;4;VI;PYRIDATE;1,44;;
PD;15;3542;VITEX 4/40 COMBI;2;;;4;VI;PYRIMETHANIL;83,87;;
PD;15;3658;SIPCAMOL E;99;;;4;VI;QUINOXYFEN;1,04;;
PD;15;3681;KENYATOX GRAIN PROTECTANT;440;;;4;VI;QUIZALOFOP-P-ETILE;7,15;;
PD;15;3701;CUPROSAR 40 WDG;4;;;4;VI;RAPE SEED OIL (OLIO DI COLZA);361;;
PD;15;3767;FENOXILENE MAX;6;;;4;VI;RIMSULFURON;5,64;;
PD;15;3793;DITHANE M-45;20;;;4;VI;SHEEP FAT (GRASSO DI PECORA);1,34;;
PD;15;3800;CRITTAM WG;59;;;4;VI;S-METOLACHLOR;2.205,96;;
PD;15;3859;DURSBAN;20;;;4;VI;SODIUM DIOCTYL SULFOSUCCINATE (AUTORIZZATO SOLO COME COADIUVANTE);0,09;;
PD;15;4012;RELDAN 22;1184,85;;;4;VI;SORBITAN MONOLEATO;39,12;;
PD;15;4157;IROL PLUS;258;;;4;VI;SPINETORAM;0,25;;
PD;15;4199;PENNCOZEB DG;350;;;4;VI;SPINOSAD;3,64;;
PD;15;4228;ROGOR L 20;161,75;;;4;VI;SPIROTETRAMAT;1,04;;
PD;15;4292;ZOLVIS 80 MICRO;99;;;4;VI;SPIROXAMINE;173,6;;
PD;15;4426;DECIS;2;;;4;VI;SULCOTRIONE;103,21;;
PD;15;4552;DITHANE DG NEOTEC;7;;;4;VI;SULPHUR (ZOLFO);11.781,56;;
PD;15;4710;ALIETTE;52,05;;;4;VI;TEBUCONAZOLE;131,98;;
PD;15;4896;RIGENAL P;0,7;;;4;VI;TEFLUTHRIN;29,67;;
