Prodotti fitosanitari venduti nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;;;Sostanze attive vendute nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;
(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;;;(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ;Nome Prodotto venduto;Quantità (Kg o litri);;;Azienda ULSS;Provincia ULSS;Sostanza attiva venduta;Quantità (Kg);;
VE;10;15079;JUVINAL ECHO;16;;;;;;;;
VE;10;15084;DRUM;5;;;;;;;;
VE;10;15085;VITISAN 45 WG;7;;;;;;;;
VE;10;15093;CENTURIO;40,5;;;;;;;;
VE;10;15094;FOSBEL 80 WG;114;;;;;;;;
VE;10;15101;CIMORAM ULTRA WG;52;;;;;;;;
VE;10;15102;VITENE R WG;3131;;;;;;;;
VE;10;15107;SAMSON EXTRA 6 OD;17;;;;;;;;
VE;10;15111;MIRADOR SC/PRIORI;43;;;;;;;;
VE;10;15112;SIMPLIA;97;;;;;;;;
VE;10;15115;VELIERO;152;;;;;;;;
VE;10;15116;ELIOS R;1;;;;;;;;
VE;10;15124;ZANTARA;2703;;;;;;;;
VE;10;15125;PROLECTUS;163;;;;;;;;
VE;10;15130;INTREPID;318;;;;;;;;
VE;10;15135;OLEOSAN PLUS;127,5;;;;;;;;
VE;10;15149;PRIMISOL MK;9;;;;;;;;
VE;10;15168;ZORO 1.9 EW;86;;;;;;;;
VE;10;15180;RIVET PLUS;40;;;;;;;;
VE;10;15181;CIRRUS CS;149;;;;;;;;
VE;10;15184;SATEL GEO;178;;;;;;;;
VE;10;15193;CONTATTO PIU' EXTRA;44;;;;;;;;
VE;10;15201;FLOXI 355 SC;27;;;;;;;;
VE;10;15214;DELTAPLAN SC;5;;;;;;;;
VE;10;15221;ZETARAM PLUS;540;;;;;;;;
VE;10;15222;FOLICUR COMBI WG;616;;;;;;;;
VE;10;15250;COPRANTOL DUO;100;;;;;;;;
VE;10;15253;FALCON MK;872;;;;;;;;
VE;10;15263;DYNALI;261,25;;;;;;;;
VE;10;15264;ENERVIN SC;1228;;;;;;;;
VE;10;15286;KENDO ZEON 1.5;40;;;;;;;;
VE;10;15293;BONECO;2;;;;;;;;
VE;10;15294;KENDO BI-ACTIVE;209;;;;;;;;
VE;10;15300;ARMETIL FLOW;21;;;;;;;;
VE;10;15302;AMYLO-X;149;;;;;;;;
VE;10;15310;NISSHIN EXTRA 6 OD;224;;;;;;;;
VE;10;15327;METAMAN 8-64 WG;22;;;;;;;;
VE;10;15333;APPLAUD PLUS;1020,66;;;;;;;;
VE;10;15337;EXPRESS SUN;1,5;;;;;;;;
VE;10;15340;FEUDO 50 WP;224,4;;;;;;;;
VE;10;15343;FEUDO RD WP;380;;;;;;;;
VE;10;15344;FILAN WG;60;;;;;;;;
VE;10;15351;POWERSHUT;115;;;;;;;;
VE;10;15356;AVIATOR SC;120;;;;;;;;
VE;10;15359;VITIL 8-64 WG;350;;;;;;;;
VE;10;15361;LIETO;263;;;;;;;;
VE;10;15401;TAIFUN MK CL;3490;;;;;;;;
VE;10;15406;DICUMBA;659;;;;;;;;
VE;10;15422;KELVIN DUO;80,1;;;;;;;;
VE;10;15428;WINNER OD;18;;;;;;;;
VE;10;15448;REBEL TOP;261;;;;;;;;
VE;10;15449;CIDELY;359,5;;;;;;;;
VE;10;15499;SONG 70 WDG;282,25;;;;;;;;
VE;10;15501;QUIZ;150;;;;;;;;
VE;10;15505;SILBOT 500 SC/MORFEUM 500 SC;216;;;;;;;;
VE;10;15507;CREW SUPERB;364;;;;;;;;
VE;10;15514;CUPRAVIT BLU 35 WG;56;;;;;;;;
VE;10;15569;LOOP 40;5;;;;;;;;
VE;10;15572;ZOMINEX;54;;;;;;;;
VE;10;15591;PREVINT TOP;1635;;;;;;;;
VE;10;15597;CHECKMATE PUFFER CM;53,86;;;;;;;;
VE;10;15618;FULLDINA 355 SC;72;;;;;;;;
VE;10;15640;PROLINE STAR;635;;;;;;;;
VE;10;15641;SIATTOL 200 SL;39,25;;;;;;;;
VE;10;15654;ACCORD;23;;;;;;;;
VE;10;15661;SENEGO;3,5;;;;;;;;
VE;10;15666;TURNER COMBI;540;;;;;;;;
VE;10;15668;GHIBLI 240 OD;459,75;;;;;;;;
VE;10;15680;MITRHA 40 SC;484;;;;;;;;
VE;10;15681;LUMADRY ESCA;811;;;;;;;;
VE;10;15687;MICLOCUR;7;;;;;;;;
VE;10;15710;CLINCHER ONE;220;;;;;;;;
VE;10;15711;ALSYSTIN;1,5;;;;;;;;
VE;10;15722;ARMICARB 85;200;;;;;;;;
VE;10;15763;CLORTOSIP 500 B;1;;;;;;;;
VE;10;15803;TERVIGO SC;5;;;;;;;;
VE;10;15817;GLADIATOR;164;;;;;;;;
VE;10;15841;FLOCTER;230;;;;;;;;
VE;10;15842;AFICIONADO;312;;;;;;;;
VE;10;15844;SLOGAN TOP;2365;;;;;;;;
VE;10;15846;BIO ETEFON;15;;;;;;;;
VE;10;15899;SILICOSEC;15;;;;;;;;
VE;10;15900;TRIKA EXPERT;9560;;;;;;;;
VE;10;15901;ERCOLE;20898,5;;;;;;;;
VE;10;15931;GLORIAL JET;40;;;;;;;;
VE;10;15942;BEAM RICE;90;;;;;;;;
VE;10;15943;FACET 250 SC;160;;;;;;;;
VE;10;15947;PANIL NEW FLO 480;300;;;;;;;;
VE;10;15948;MULIGAN;7;;;;;;;;
VE;10;15949;PROMEX;33;;;;;;;;
VE;10;15961;RETENGO NEW;1511;;;;;;;;
VE;10;15964;ENOVIT METIL FL BETA;3011;;;;;;;;
VE;10;15995;PACLOT;7;;;;;;;;
VE;12;13;THIOPRON;30;;;;;;;;
VE;12;40;ETRAVON SYNGENTA;429;;;;;;;;
VE;12;206;ALBENE;7;;;;;;;;
VE;12;346;BAGIR MAX;22;;;;;;;;
VE;12;361;BAGNANTE ANTISCHIUMA S;8;;;;;;;;
VE;12;565;FUMATHANE 510;3000;;;;;;;;
VE;12;630;REGLONE W;25;;;;;;;;
VE;12;1156;CHEMOL;726;;;;;;;;
VE;12;1562;ERBITOX E 30;21;;;;;;;;
VE;12;1573;BASAMID GRANULAT;5460;;;;;;;;
VE;12;1714;KERB 80 EDF;22;;;;;;;;
VE;12;2191;WETTING PLUS;37;;;;;;;;
VE;12;2259;PASTA LUMACHICIDA IN GRANI;74,6;;;;;;;;
VE;12;2272;SILLIM;85,5;;;;;;;;
VE;12;2307;VECTOR;54;;;;;;;;
VE;12;2353;BONALAN;61;;;;;;;;
VE;12;2634;BUGGY;1443;;;;;;;;
VE;12;2923;TIOVIT JET;1296;;;;;;;;
VE;12;2934;MICROSOL 90;55;;;;;;;;
VE;12;2950;ADESIL A;67;;;;;;;;
VE;12;2995;ESCARTOX;220;;;;;;;;
VE;12;3065;OLIOCIN;80,75;;;;;;;;
VE;12;3082;OLEOTER ESTATE;148;;;;;;;;
VE;12;3102;OLEOTER;151;;;;;;;;
VE;12;3132;SEPR-OIL;93,5;;;;;;;;
VE;12;3219;CARAKOL AGRO;790;;;;;;;;
VE;12;3366;ROGATOX EC;8;;;;;;;;
VE;12;3503;AGRUMIN;5;;;;;;;;
VE;12;3519;METAMBANE;27;;;;;;;;
VE;12;3658;SIPCAMOL E;77,5;;;;;;;;
VE;12;3767;FENOXILENE MAX;72;;;;;;;;
VE;12;3800;CRITTAM WG;14;;;;;;;;
VE;12;3859;DURSBAN;1;;;;;;;;
VE;12;4011;PIRETRIN;2,65;;;;;;;;
VE;12;4012;RELDAN 22;146,4;;;;;;;;
VE;12;4090;MALERBANE CEREALI;103;;;;;;;;
VE;12;4228;ROGOR L 20;18;;;;;;;;
VE;12;4283;ZOLVIS 90;3;;;;;;;;
VE;12;4426;DECIS;7,25;;;;;;;;
VE;12;4552;DITHANE DG NEOTEC;104;;;;;;;;
VE;12;4710;ALIETTE;5,5;;;;;;;;
VE;12;5152;TIOSPOR WG;81;;;;;;;;
VE;12;5228;CARAKOL;762;;;;;;;;
VE;12;5299;MIBIOL;60;;;;;;;;
VE;12;5414;RADICANTE POLVERE TALEE LEGNOSE;8,4;;;;;;;;
VE;12;5467;METADENE;20;;;;;;;;
VE;12;5576;KOLFLOR OLIO B;504;;;;;;;;
VE;12;5657;BAGNANTE SCAM;40;;;;;;;;
VE;12;5755;TILT 25 EC;0,5;;;;;;;;
VE;12;5758;GALBEN R 4-33 BLU;29;;;;;;;;
VE;12;5864;CIPOTRIL;5;;;;;;;;
VE;12;5881;PREVICUR;1,31;;;;;;;;
VE;12;5901;TALPACID;0,1;;;;;;;;
VE;12;6221;IPIRON 45 SC;1;;;;;;;;
VE;12;6298;FASTAC;1;;;;;;;;
VE;12;6376;ANTISCHIUMA SHAUMSTOP;0,3;;;;;;;;
VE;12;6401;MONDAK 21 S;148;;;;;;;;
VE;12;6437;ETHREL;1;;;;;;;;
VE;12;6556;K-OBIOL DP2;25;;;;;;;;
VE;12;6632;DIPPER;240;;;;;;;;
VE;12;6674;AFALON DS;94;;;;;;;;
VE;12;6719;LIOSOL BETA;5;;;;;;;;
VE;12;6751;RASEN FLORANID;193,5;;;;;;;;
VE;12;6766;BUTISAN S;14;;;;;;;;
VE;12;6873;IDRORAME 193;0,5;;;;;;;;
VE;12;6945;TOPAS 10 EC;9,95;;;;;;;;
VE;12;6947;TOPAS COMBI;143;;;;;;;;
VE;12;6955;METACID;12;;;;;;;;
VE;12;6956;TARGA FLO;260;;;;;;;;
VE;12;6978;BETTER 400;45;;;;;;;;
VE;12;7053;PASTA CAFFARO NC;34,5;;;;;;;;
VE;12;7369;SYLLIT FLO;9,91;;;;;;;;
VE;12;7370;TETRASOL LIQUIDO;20;;;;;;;;
VE;12;7379;VENZAR;1,5;;;;;;;;
VE;12;7401;POLTIGLIA CAFFARO 20 DF NEW;222;;;;;;;;
VE;12;7555;KLARTAN 20 EW;5,98;;;;;;;;
VE;12;7581;ZELIG;11;;;;;;;;
VE;12;7611;ENOVIT METIL FL;98;;;;;;;;
VE;12;7700;MATACAR FL;1,6;;;;;;;;
VE;12;7733;BAYTEROID EW;21;;;;;;;;
VE;12;7764;TIOLENE;151;;;;;;;;
VE;12;7876;PIRIMOR 17,5;1;;;;;;;;
VE;12;7888;CUPROXAT LIQUIDO;30;;;;;;;;
VE;12;7916;POLYRAM DF;167;;;;;;;;
VE;12;7919;TOUCHDOWN;8026;;;;;;;;
VE;12;7930;KERB FLO;28,5;;;;;;;;
VE;12;7961;RIZOLEX  GOLD;2;;;;;;;;
VE;12;7965;TRIGARD 75 WP;0,1;;;;;;;;
VE;12;7984;STRATOS;254;;;;;;;;
VE;12;7998;PRIMOSOL 80 WDG;2;;;;;;;;
VE;12;8023;SUMIALFA ECHO;2;;;;;;;;
VE;12;8117;BASTA 200;220;;;;;;;;
VE;12;8146;GALLERY;1;;;;;;;;
VE;12;8184;CHALLENGE;1;;;;;;;;
VE;12;8189;FORCE;1520;;;;;;;;
VE;12;8201;GLISTER;31;;;;;;;;
VE;12;8207;LONTREL 75 G;0,1;;;;;;;;
VE;12;8229;RAPAX;3;;;;;;;;
VE;12;8284;MICOSPOR MGD;5;;;;;;;;
VE;12;8376;ARIANE II;39;;;;;;;;
VE;12;8429;GLYFOS SL;200;;;;;;;;
VE;12;8498;FOLICUR WG;5;;;;;;;;
VE;12;8499;EFESTO;757;;;;;;;;
VE;12;8534;CITROLE;17;;;;;;;;
VE;12;8540;PAMPA/GHIBLI;85;;;;;;;;
VE;12;8542;FORUM 50 WP;58,4;;;;;;;;
VE;12;8547;LOGRAN;0,22;;;;;;;;
VE;12;8601;FOLPAN 80 WDG;36;;;;;;;;
VE;12;8729;FORUM R;18;;;;;;;;
VE;12;8735;TREBON UP;43,23;;;;;;;;
VE;12;8743;GREENEX;12,2;;;;;;;;
VE;12;8795;VERTIMEC EC;8,5;;;;;;;;
VE;12;8801;SCORE 25 EC;13,69;;;;;;;;
VE;12;8803;DOMARK COMBI PB;9;;;;;;;;
VE;12;8836;MIMIC;1;;;;;;;;
VE;12;8841;CYREN 7,5 G;148;;;;;;;;
VE;12;8859;MASTIFF;161;;;;;;;;
VE;12;8875;CIMOX 25 WP;9;;;;;;;;
VE;12;8882;ULTRA FINE OIL;112;;;;;;;;
VE;12;8884;BITRON DF;8;;;;;;;;
VE;12;8886;SAFARI;0,24;;;;;;;;
VE;12;8934;SCALA;6;;;;;;;;
VE;12;8981;DIRADONE;0,24;;;;;;;;
VE;12;8987;CONFIDOR 200 SL;61,38;;;;;;;;
VE;12;9005;AGIL;150;;;;;;;;
VE;12;9010;RAMEZIN COMBI WG;227;;;;;;;;
VE;12;9131;PYRINEX ME;29;;;;;;;;
VE;12;9148;SYLLIT 355 SC;31;;;;;;;;
VE;12;9237;GRID;1,05;;;;;;;;
VE;12;9306;PROPLANT;17,5;;;;;;;;
VE;12;9332;OPEN;4,5;;;;;;;;
VE;12;9339;BETANAL EXPERT;10;;;;;;;;
VE;12;9364;RAPIDO;450;;;;;;;;
VE;12;9373;CHORUS;7;;;;;;;;
VE;12;9374;MATCH TOP;8;;;;;;;;
VE;12;9404;TETRAPLUS COMBI EC;0,8;;;;;;;;
VE;12;9411;RADIP ORMON;0,5;;;;;;;;
VE;12;9422;EVADE;238,5;;;;;;;;
VE;12;9443;ENDOGERME;11,8;;;;;;;;
VE;12;9448;RIFLE 4-24 R BLU;1;;;;;;;;
VE;12;9463;KLARO KIT;166;;;;;;;;
VE;12;9531;SEQURA WG;21;;;;;;;;
VE;12;9578;SWITCH;36,7;;;;;;;;
VE;12;9655;PRIMIAL WG;2;;;;;;;;
VE;12;9668;RUFAST E-FLO;5,6;;;;;;;;
VE;12;9673;SEPRA-BAIT;73;;;;;;;;
VE;12;9675;PANTOX 360;105;;;;;;;;
VE;12;9679;KRISTAL 32 WG;1;;;;;;;;
VE;12;9689;AURIGA;4;;;;;;;;
VE;12;9693;SPORTAK 45 EW;1;;;;;;;;
VE;12;9705;PREVITER;143,94;;;;;;;;
VE;12;9726;GLIFOSAN;177;;;;;;;;
VE;12;9730;CUPROSSIL IDRO 25 WP BLU;12;;;;;;;;
VE;12;9747;FURY;21,4;;;;;;;;
VE;12;9757;SPYRALE;36;;;;;;;;
VE;12;9758;COPRANTOL WG;329;;;;;;;;
VE;12;9787;MICROBAGNABILE WG;79;;;;;;;;
VE;12;9800;MAVRIK 20 EW;19,1;;;;;;;;
VE;12;9802;COPRANTOL HI BIO;70;;;;;;;;
VE;12;9843;BASAGRAN SG;36;;;;;;;;
VE;12;9938;MASTER;3,9;;;;;;;;
VE;12;9940;ZELIG GR;100;;;;;;;;
VE;12;9941;BUMPER P;149;;;;;;;;
VE;12;9954;JOKER;114;;;;;;;;
VE;12;9994;ARIUS SYSTEM;2;;;;;;;;
VE;12;9995;ARIUS;9,25;;;;;;;;
VE;12;10029;KING;7,25;;;;;;;;
VE;12;10048;KUMULUS TECNO;335;;;;;;;;
VE;12;10049;DURSBAN 75 WG;19;;;;;;;;
VE;12;10057;ARPEL WDG;30;;;;;;;;
VE;12;10080;COMET SC;10;;;;;;;;
VE;12;10105;RIDOMIL GOLD SL;0,25;;;;;;;;
VE;12;10106;RIDOMIL GOLD COMBI;64;;;;;;;;
VE;12;10118;AMISTAR;10;;;;;;;;
VE;12;10127;DECIS JET;17,41;;;;;;;;
VE;12;10154;BORDOFLOW SECTOR;18;;;;;;;;
VE;12;10161;ORTIVA;9,8;;;;;;;;
VE;12;10184;TIMBREL EV;1,2;;;;;;;;
VE;12;10230;LUMAPLUS;423;;;;;;;;
VE;12;10233;BORDOSEP;186;;;;;;;;
VE;12;10296;IPERION;107;;;;;;;;
VE;12;10306;MISTRAL;24;;;;;;;;
VE;12;10324;NEMATHORIN 10 G;70;;;;;;;;
VE;12;10350;BLAST SG;120;;;;;;;;
VE;12;10357;RIGRON SG;12;;;;;;;;
VE;12;10372;RASIKAL QUICK;5,5;;;;;;;;
VE;12;10373;CONTEST;32;;;;;;;;
VE;12;10423;LUMACHICIDA VEBI;526;;;;;;;;
VE;12;10424;VEBIGLYF;47;;;;;;;;
VE;12;10447;NOVEL DUO;157;;;;;;;;
VE;12;10456;KLARO ULTRA;32,5;;;;;;;;
VE;12;10465;ROUNDUP MAX;30;;;;;;;;
VE;12;10494;PREMIUM TOP;249;;;;;;;;
VE;12;10540;TERIAL 75 WG/ALISE' 75 WG;1;;;;;;;;
VE;12;10565;DICOTIL EXTRA;650,15;;;;;;;;
VE;12;10568;ZOOMER;167;;;;;;;;
VE;12;10588;BIOPIREN PLUS;2;;;;;;;;
VE;12;10595;RAME CAFFARO BLU WG;20;;;;;;;;
VE;12;10632;COBRE NORDOX SUPER 75 WG;2,5;;;;;;;;
VE;12;10701;CUMETA FLOW;21;;;;;;;;
VE;12;10734;DUAL GOLD;417;;;;;;;;
VE;12;10735;PRIMAGRAM GOLD;1168;;;;;;;;
VE;12;10752;STEWARD;0,75;;;;;;;;
VE;12;10753;FOLICUR SE;37,1;;;;;;;;
VE;12;10771;MOST MICRO;348,1;;;;;;;;
VE;12;10892;OSSICLOR 50 PB MANICA;80;;;;;;;;
VE;12;10897;AMEGA PLUS;67;;;;;;;;
VE;12;10926;ALTOREX;3;;;;;;;;
VE;12;10936;NAAK 480;12;;;;;;;;
VE;12;10939;CP 40 AGRO;4;;;;;;;;
VE;12;10944;KARATE ZEON;41,75;;;;;;;;
VE;12;10976;METEOR;34,44;;;;;;;;
VE;12;10999;BETANAL SE;7;;;;;;;;
VE;12;11011;DASH HC;338;;;;;;;;
VE;12;11059;BIOPOWER;160;;;;;;;;
VE;12;11072;WIND;6;;;;;;;;
VE;12;11076;CLINIC PRO;2;;;;;;;;
VE;12;11098;CADDY;0,75;;;;;;;;
VE;12;11107;ECO-TRAP;0,1;;;;;;;;
VE;12;11120;ZENITH;20;;;;;;;;
VE;12;11127;HOPPER BLU;253;;;;;;;;
VE;12;11173;AVAUNT EC;46;;;;;;;;
VE;12;11190;PENCOR 10 EC;14,9;;;;;;;;
VE;12;11197;VITENE 45 WG;1;;;;;;;;
VE;12;11204;RIZOSOL 50;8;;;;;;;;
VE;12;11206;CODACIDE;20;;;;;;;;
VE;12;11223;GALIGAN 500 SC;8;;;;;;;;
VE;12;11252;CONTANS WG;4;;;;;;;;
VE;12;11253;CALLISTO;86;;;;;;;;
VE;12;11282;KEMIFAM TRIO FL;5;;;;;;;;
VE;12;11301;SPHERE;19;;;;;;;;
VE;12;11307;AGRIRAT;12;;;;;;;;
VE;12;11310;CHIMIGOR 20;14;;;;;;;;
VE;12;11313;PROXAN SL;16;;;;;;;;
VE;12;11341;STARANE GOLD;249;;;;;;;;
VE;12;11353;FUSILADE MAX;160;;;;;;;;
VE;12;11360;GRIP 25;15,8;;;;;;;;
VE;12;11402;MELODY CARE;15;;;;;;;;
VE;12;11403;MELODY COMPACT;166,5;;;;;;;;
VE;12;11418;ROUNDUP 450 PLUS;25;;;;;;;;
VE;12;11448;KICKER;127;;;;;;;;
VE;12;11497;CRITTOVIT WG;200;;;;;;;;
VE;12;11499;BUSTER;0,4;;;;;;;;
VE;12;11523;SEPRADINA SC;61,25;;;;;;;;
VE;12;11525;FUNGIDINA;8;;;;;;;;
VE;12;11526;SULTAN;10;;;;;;;;
VE;12;11527;PYRINEX QUICK;56,45;;;;;;;;
VE;12;11561;NEEMAZAL T/S;0,57;;;;;;;;
VE;12;11569;CUPROXAT S.D.I.;369;;;;;;;;
VE;12;11596;CALYPSO;3,5;;;;;;;;
VE;12;11611;VYDATE 10L;15;;;;;;;;
VE;12;11614;ACTARA 25 WG;20,02;;;;;;;;
VE;12;11626;PITSTOP;3;;;;;;;;
VE;12;11638;FLUORATE;38,7;;;;;;;;
VE;12;11649;COMMAND 36 CS;123,5;;;;;;;;
VE;12;11653;FOLIO GOLD 537,5 SC;9;;;;;;;;
VE;12;11659;HERBITOTAL S;63;;;;;;;;
VE;12;11668;PLENUM 50 WG;3,2;;;;;;;;
VE;12;11680;CICLONE;260;;;;;;;;
VE;12;11690;GOAL 480 SC;1;;;;;;;;
VE;12;11693;LASER;10;;;;;;;;
VE;12;11698;MINUET;9,46;;;;;;;;
VE;12;11700;BOTANIGARD 22 WP;0,11;;;;;;;;
VE;12;11704;OLIO OGNISTAGIONE;22,25;;;;;;;;
VE;12;11710;GARDIUS;2;;;;;;;;
VE;12;11779;KOP-TWIN;148;;;;;;;;
VE;12;11786;AQ 10 WG;1,8;;;;;;;;
VE;12;11796;GLIFAST;209,1;;;;;;;;
VE;12;11885;ELICIO;6;;;;;;;;
VE;12;11908;VENTUREX 35 L;52,2;;;;;;;;
VE;12;11921;RISCIO' 50 WP/RISCIO';14;;;;;;;;
VE;12;12010;TUAREG;168;;;;;;;;
VE;12;12020;SUCCESS;6,76;;;;;;;;
VE;12;12043;PREVICUR ENERGY;8,45;;;;;;;;
VE;12;12048;TIOSOL 80 WG;633,4;;;;;;;;
VE;12;12068;TEFLUSTAR;86;;;;;;;;
VE;12;12069;EPIK;30;;;;;;;;
VE;12;12083;DANADIM PROGRESS;5,5;;;;;;;;
VE;12;12096;POLTIGLIA DISPERSS;120;;;;;;;;
VE;12;12114;AUXIGER LG;4;;;;;;;;
VE;12;12115;BARRACUDA;24;;;;;;;;
VE;12;12138;R6 ERRESEI TREVI;51;;;;;;;;
VE;12;12172;FERRAMOL;154;;;;;;;;
VE;12;12174;V.I.P. FLOW;19,3;;;;;;;;
VE;12;12177;VITTORIA 24 SC;5,6;;;;;;;;
VE;12;12212;PENTHIUM EC;23,5;;;;;;;;
VE;12;12215;VEBIPHOS 7,5;102;;;;;;;;
VE;12;12225;TEPPEKI;1,15;;;;;;;;
VE;12;12245;ROUNDUP 360 POWER;3;;;;;;;;
VE;12;12260;TECNOCONTROL EXTRA;20,25;;;;;;;;
VE;12;12279;ERBY 5 EC;0,65;;;;;;;;
VE;12;12313;TOPAS HOBBY;0,45;;;;;;;;
VE;12;12314;SCORE HOBBY;1,36;;;;;;;;
VE;12;12322;SWITCH HOBBY/COMPO MUFFA STOP;0,08;;;;;;;;
VE;12;12323;VEBIZOLFO WG;9;;;;;;;;
VE;12;12325;MESUROL M PLUS;164;;;;;;;;
VE;12;12344;VEBITHRIN 5 EC;72,3;;;;;;;;
VE;12;12361;ALGEDI;4,8;;;;;;;;
VE;12;12383;RIDOMIL GOLD MZ PEPITE;18;;;;;;;;
VE;12;12393;COPPERCIM WG;7,75;;;;;;;;
VE;12;12437;DELAN 70 WG;51;;;;;;;;
VE;12;12452;EQUIP;2;;;;;;;;
VE;12;12453;MILDICUT;95;;;;;;;;
VE;12;12459;VOLCAN SC;40;;;;;;;;
VE;12;12482;LUMAX;885;;;;;;;;
VE;12;12519;CORSARIO;0,25;;;;;;;;
VE;12;12534;FOXTAIL;43,55;;;;;;;;
VE;12;12573;EKO OIL SPRAY;16;;;;;;;;
VE;12;12578;RANMAN;2;;;;;;;;
VE;12;12622;QUANTUM;15,5;;;;;;;;
VE;12;12625;EFUZIN 355 SC/FULLDINA 35 FL;3;;;;;;;;
VE;12;12650;NUPRID 200 SL;4,77;;;;;;;;
VE;12;12670;RISOLUTIV SL;40;;;;;;;;
VE;12;12671;HARMONY 50 SX;4,1;;;;;;;;
VE;12;12673;CUPROZIN 35 WP;0,25;;;;;;;;
VE;12;12686;CHAMAN;110;;;;;;;;
VE;12;12722;OSSICLOR 20 FLOW;20;;;;;;;;
VE;12;12747;CUPRAVIT BLU WG;62,1;;;;;;;;
VE;12;12748;GRIFON PIU';20;;;;;;;;
VE;12;12756;DICOTEX;8,4;;;;;;;;
VE;12;12759;OSSICLOR 35 WG;709;;;;;;;;
VE;12;12768;SPINTOR FLY;52;;;;;;;;
VE;12;12778;PASTA SIAPA F NC;10;;;;;;;;
VE;12;12779;RAMEDIT COMBI WG;36;;;;;;;;
VE;12;12806;FEDOR;40;;;;;;;;
VE;12;12813;AMISTAR XTRA;132;;;;;;;;
VE;12;12824;MERLIN EXPERT;97;;;;;;;;
VE;12;12831;INSIGNIA;1;;;;;;;;
VE;12;12832;OPERA;100;;;;;;;;
VE;12;12837;ARIUS SYSTEM PLUS;14;;;;;;;;
VE;12;12847;EAGLE;10,8;;;;;;;;
VE;12;12853;SONG;1;;;;;;;;
VE;12;12859;BORNEO;4,23;;;;;;;;
VE;12;12868;BELLIS;2;;;;;;;;
VE;12;12869;SIGNUM;69;;;;;;;;
VE;12;12878;RIDOMIL GOLD COMBI PEPITE;120;;;;;;;;
VE;12;12880;ATLANTIS WG;54;;;;;;;;
VE;12;12881;HUSSAR MAXX;15;;;;;;;;
VE;12;12883;PROSPER 300 CS;28;;;;;;;;
VE;12;12886;KARATHANE STAR;9;;;;;;;;
VE;12;12889;PICKER SC;3,8;;;;;;;;
VE;12;12903;DOLESE WG;16;;;;;;;;
VE;12;12940;KARATE ZEON 1.5;109;;;;;;;;
VE;12;12953;ARAMO 50;60;;;;;;;;
VE;12;12996;CIMORAM BLU;1;;;;;;;;
VE;12;13020;MICRORAM 35 WG;57,5;;;;;;;;
VE;12;13025;MYSTIC 250 EW;7;;;;;;;;
VE;12;13042;MICRORAM 20 FLOW;48;;;;;;;;
VE;12;13055;MACHO;5;;;;;;;;
VE;12;13058;OSSIRAM 20 FLOW;12,5;;;;;;;;
VE;12;13061;BIOBIT DF;2;;;;;;;;
VE;12;13064;VITENE ULTRA SC;57;;;;;;;;
VE;12;13071;SIAFEN;5;;;;;;;;
VE;12;13084;TELDOR PLUS;17,5;;;;;;;;
VE;12;13093;STOMP AQUA;192;;;;;;;;
VE;12;13111;THIOCUR FORTE;33,19;;;;;;;;
VE;12;13126;CABRIO DUO;24;;;;;;;;
VE;12;13133;NIBER 35 WG;44,5;;;;;;;;
VE;12;13149;POLTIGLIA MANICA 20 WG;38;;;;;;;;
VE;12;13150;CURAME 35 WG;19;;;;;;;;
VE;12;13153;BANVEL S;40;;;;;;;;
VE;12;13158;REMEDIER;15;;;;;;;;
VE;12;13160;FORUM TOP;30;;;;;;;;
VE;12;13167;POMARSOL 80 WG;10;;;;;;;;
VE;12;13168;LAUDIS;362;;;;;;;;
VE;12;13186;TITUS MAIS EXTRA;0,32;;;;;;;;
VE;12;13212;CONFIDOR 200 O-TEQ;0,88;;;;;;;;
VE;12;13213;R6 ERRESEI ALBIS;31;;;;;;;;
VE;12;13222;DUOKAR 4,5 EW PRO;78;;;;;;;;
VE;12;13236;BULLET;301;;;;;;;;
VE;12;13313;CASPER;14;;;;;;;;
VE;12;13323;SULFY 80 WDG;2;;;;;;;;
VE;12;13327;GRANSTAR ULTRA SX;5,05;;;;;;;;
VE;12;13352;DIREX 7,5 GR;437;;;;;;;;
VE;12;13361;DECIS ENERGY O-TEQ;19,63;;;;;;;;
VE;12;13375;NUPRID 200 SC;1,1;;;;;;;;
VE;12;13378;ORTIVA TOP;6;;;;;;;;
VE;12;13382;PERGADO SC;25;;;;;;;;
VE;12;13385;PROLINE;17;;;;;;;;
VE;12;13386;PROSARO;55;;;;;;;;
VE;12;13387;FLORAMIX;1,06;;;;;;;;
VE;12;13389;AFFIRM;75;;;;;;;;
VE;12;13390;TEBUSIP 46;77;;;;;;;;
VE;12;13409;SILFUR WG;1;;;;;;;;
VE;12;13410;FRUTTENE 76 WG;15;;;;;;;;
VE;12;13451;SPARVIERO;42;;;;;;;;
VE;12;13455;ANTIGRAM GOLD;26;;;;;;;;
