"Prodotti fitosanitari e sostanze attive venduti nell'anno 2015 (fonte dati: Autorità competente per il coordinamento territoriale in materia di prodotti fitosanitari, dichiarazioni di vendita p.f. 2015, art. 16 D.Lgs. 150/2012); le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2016.";;;;;;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;Provincia ULSS;Azienda ULSS;Sostanza attiva venduta;Quantità (Kg)
PD;15;13648;SIARAM 20 WG x 20;40;;RO;18;ISOXADIFEN ETHYL;188,51
PD;15;13651;SPECTRO;5,7;;RO;18;ISOXAFLUTOLE;790,49
PD;15;13667;AFIDANE 200 SL;7,75;;RO;18;KRESOXIM METHYL;56,17
PD;15;13691;TRIDAN COMBI T;330;;RO;18;LAMBDA-CYHALOTHRIN;328,5
PD;15;13698;VIVANDO;11,5;;RO;18;LECANICILLIMUM MUSCARIUM (VE6);0,39
PD;15;13698;VIVANDO   X  0,250;3,25;;RO;18;LENACIL;155,6
PD;15;13702;GEOTOX 7,5 C;2.148,00;;RO;18;LINURON;619,65
PD;15;13702;GEOTOX GEO KG 10;20;;RO;18;LUFENURON;0,75
PD;15;13709;U 46 PRATI;118;;RO;18;MALEIC HYDRAZIDE (IDRAZIDE MALEICA);100,4
PD;15;13709;U 46 PRATI x 1 lt;48;;RO;18;MANCOZEB;19.676,43
PD;15;13711;QUIZA 5 EC;329;;RO;18;MANDIPROPAMID;41,34
PD;15;13711;QUIZA 5 EC LT.1;3;;RO;18;MCPA;2.197,05
PD;15;13721;AFIDINA QUICK;25;;RO;18;MCPA SODIUM (MCPA SALE SODICO);4,7
PD;15;13736;TRACE;21;;RO;18;MCPA-THIOETHYL;0,06
PD;15;13742;PERGADO MZ x 5 kg;5;;RO;18;MECOPROP;314,59
PD;15;13743;KUKAR 22;57;;RO;18;MECOPROP-P;269,66
PD;15;13765;SHERPA 100 EW;69;;RO;18;MEFENPYR DIETHYL;174,41
PD;15;13771;NIMROD 250 EW;2;;RO;18;MEPANIPYRIM;0,5
PD;15;13785;QUANTUM MZ;38;;RO;18;MEPTYLDINOCAP;102,82
PD;15;13785;QUANTUM MZ (IDRO) x 5 kg;30;;RO;18;MESOSULFURON METHYL;58,14
PD;15;13786;QUANTUM R;326;;RO;18;MESOTRIONE;843,24
PD;15;13787;STINGS R;30;;RO;18;METAFLUMIZONE;116,49
PD;15;13787;RIVIERA R;28;;RO;18;METALAXYL;44,09
PD;15;13791;GEATER-STAR;5;;RO;18;METALAXYL M;273,61
PD;15;13792;STABILAN LT.1 (2°XN);7;;RO;18;METALDEHYDE (METALDEIDE);146,16
PD;15;13792;STABILAN;2;;RO;18;METAMITRON;2.886,75
PD;15;13793;RUNNER M;10;;RO;18;METAZACHLOR;430,61
PD;15;13794;SPADA WDG;3;;RO;18;METCONAZOLE;265,57
PD;15;13796;CELL;12;;RO;18;METHIOCARB;121,38
PD;15;13797;ELIOS WG;8;;RO;18;METHOMYL;34,3
PD;15;13812;NOTO 40 OD;69;;RO;18;METHOXYFENOZIDE;51,08
PD;15;13815;TUTOR 18-15;512;;RO;18;METIRAM;9.214,31
PD;15;13817;ALIAL WG;10;;RO;18;METOBROMURON;2,87
PD;15;13817;ALIAL WG  x 1;1;;RO;18;METRAFENONE;38,8
PD;15;13820;BAYTEROID 25 EC;3;;RO;18;METRIBUZIN;841,51
PD;15;13823;ALVERDE;11,96;;RO;18;METSULFURON METHYL;4,02
PD;15;13843;ZELIG 480 EC;5;;RO;18;MISCELA DI METIL OLEATO E METIL PALMITATO;3.116,25
PD;15;13857;CRODIX GEO;12.825,00;;RO;18;MYCLOBUTANIL;30,89
PD;15;13858;MEDIATOR EXTRA SL;11,33;;RO;18;NAA;33,05
PD;15;13859;MADEX 100 X O,100;0,2;;RO;18;NAD;27,98
PD;15;13876;APACHE;191;;RO;18;NAPROPAMIDE;61,32
PD;15;13877;KITT PRONTO;29;;RO;18;NICOSULFURON;412,63
PD;15;13885;MICROCOPP NEUTRO FL LT.1;90;;RO;18;NONIL-FENIL-POLIOSSIETILENE ETANOLO;304
PD;15;13885;MICROCOPP NEUTRO FL LT 10;10;;RO;18;olio di colza;9,74
PD;15;13892;RAMEZIN COMBI WG NC;120;;RO;18;ORANGE OIL (OLIO ESSENZIALE DI ARANCIO DOLCE);0,53
PD;15;13892;RAMEZIN COMBI WG NC KG 1;8;;RO;18;OXADIAZON;239,76
PD;15;13896;RAMEDIT COMBI WG NC;67;;RO;18;OXAMYL;125,85
PD;15;13922;ICARUS SE PPO;0,75;;RO;18;OXYFLUORFEN;87,5
PD;15;13925;BOGARD x 0,5 lt;1;;RO;18;PACLOBUTRAZOL;19,59
PD;15;13955;MITIGREEN;46;;RO;18;PARAFFIN OIL/(CAS 64742-46-7);170,91
PD;15;13981;CORAGEN;146,45;;RO;18;PARAFFIN OIL/(CAS 8042-47-5);33.276,15
PD;15;13981;CORAGEN x 0,400 (+AVAUNT)TW.P MAIS;7,2;;RO;18;PARAFFIN OIL/(CAS 97862-82-3);10.747,30
PD;15;13981;CORAGEN x 0,300 lt;5,7;;RO;18;PENCONAZOLE;37,7
PD;15;14005;CLORTOSIP 500 SC;53;;RO;18;PENCYCURON;0,46
PD;15;14018;BASIC;68;;RO;18;PENDIMETHALIN;2.658,83
PD;15;14023;SUPPORT 100 EC  X 1;7;;RO;18;PENOXSULAM;1,05
PD;15;14034;CURENOX TOP MICRO;211,8;;RO;18;PENTHIOPYRAD;76,01
PD;15;14036;SLOAN WDG KG.1;2;;RO;18;PETHOXAMID;643,79
PD;15;14042;SUPRAFOS EC;2;;RO;18;PHENMEDIPHAM;1.028,52
PD;15;14052;PRODEO 80 WG;4;;RO;18;PHOSMET;651,11
PD;15;14056;RODIBAIT;14;;RO;18;PICOXYSTROBIN;187,88
PD;15;14058;FEINZIN 70 DF;212,25;;RO;18;PINOLENE;373,44
PD;15;14062;ZOXIUM 240 SC;17;;RO;18;PINOXADEN;123,48
PD;15;14074;TRINEX 250 EW x 1 lt;1;;RO;18;PIPERONYL BUTOXIDE (PIPERONIL BUTOSSIDO);28,22
PD;15;14078;RAMCY 44 WG;36;;RO;18;PIRIMICARB;59,85
PD;15;14080;MIZAR;91;;RO;18;PIRIMIPHOS METHYL;1,74
PD;15;14092;AGRORAT B;62,9;;RO;18;POLISILOSSANO;34,32
PD;15;14098;CRITTOX GD75 KG.10 ( 2° XN );30;;RO;18;POTASSIUM HYDROGEN CARBONATE (IDROGENOCARBONATO DI POTASSIO);317,9
PD;15;14099;ASPOR WDG;50;;RO;18;PROCHLORAZ;2.643,99
PD;15;14101;CARAMBA;26;;RO;18;PROHEXADIONE CALCIUM;14,7
PD;15;14102;BORDOFLOW NEW;130;;RO;18;PROPAMOCARB;525,42
PD;15;14109;NICOSH;50;;RO;18;PROPAMOCARB HYDROCHLORIDE;8,65
PD;15;14119;VISIR PENCOTECH;60;;RO;18;PROPAQUIZAFOP;1.181,65
PD;15;14123;ZETARAM NEW TECH;60;;RO;18;PROPICONAZOLE;377,05
PD;15;14127;MEVAXIL COBRE;14,75;;RO;18;PROPINEB;434,7
PD;15;14135;GRENADIER 75 DF;1,47;;RO;18;PROPOXYCARBAZONE;18,12
PD;15;14137;ALTACOR;12;;RO;18;PROPYZAMIDE;1.024,64
PD;15;14137;ALTACOR x 100 gr;0,2;;RO;18;PROSULFURON;4,05
PD;15;14154;PIRETRO ACTIGREEN;6,2;;RO;18;PROTHIOCONAZOLE;690,37
PD;15;14156;CURZATE R WG;353;;RO;18;PSEUDOMONAS CHLORORAPHIS;12,83
PD;15;14163;SARMOX 440 WG;367;;RO;18;PYMETROZINE;0,9
PD;15;14166;ZETOR;13;;RO;18;PYRACLOSTROBIN;1.428,78
PD;15;14169;PERGADO R;25;;RO;18;PYRAFLUFEN ETHYL;6,08
PD;15;14184;GALATAS PLUS;5;;RO;18;PYRETHRIN I;37,51
PD;15;14195;KENDO WITH ZEON TECNOLOGY x 1 lt;19;;RO;18;PYRETHRINS;0,66
PD;15;14240;PYR PRONTO;11,25;;RO;18;PYRIDABEN;0,97
PD;15;14248;CLOR QUICK;40,9;;RO;18;PYRIDATE;12,87
PD;15;14257;UNDERLINE 0,2 G;991;;RO;18;PYRIMETHANIL;82,13
PD;15;14290;KOHINOR 200 SL;144,47;;RO;18;PYRIPROXYFEN;89,31
PD;15;14290;KOHINOR 200 SL X 1 (N. ETI);67;;RO;18;PYROXSULAM;135,21
PD;15;14290;KOHINOR 200 SL X 0,250(N. ETI.);35,5;;RO;18;QUINOXYFEN;23,72
PD;15;14333;DIMILIN SC-15;20;;RO;18;QUIZALOFOP-P-ETILE;505,67
PD;15;14342;VOLCAN COMBI SC;103;;RO;18;RAPE SEED OIL (OLIO DI COLZA);2.626,51
PD;15;14348;AGRON;15;;RO;18;RIMSULFURON;22,35
PD;15;14350;ZOLFO RAMATO 5;41;;RO;18;SALE SODICO DI ALCHILETERE SOLFATO;207,06
PD;15;14350;OIDIO ZOLFO RAMATO;2;;RO;18;SHEEP FAT (GRASSO DI PECORA);0,32
PD;15;14368;RESOLVA 24H;17;;RO;18;SILICONI;0,07
PD;15;14370;AMISTAR;6;;RO;18;S-METOLACHLOR;10.540,74
PD;15;14376;MASTER QUICK;1,5;;RO;18;Sodio lauryl etere solfato;1.153,31
PD;15;14387;NERVURE SUPER;357;;RO;18;SODIUM DIOCTYL SULFOSUCCINATE (AUTORIZZATO SOLO COME COADIUVANTE);28,64
PD;15;14405;MERLIN FLEXX;1.978,00;;RO;18;SORBITAN MONO OLEATO ETOSSILATO;137,28
PD;15;14405;MERLIN FLEXX x 10 lt;260;;RO;18;SORBITAN MONOLEATO;1.242,38
PD;15;14405;MERLIN FLEXX x 2 lt;188;;RO;18;SOYA OIL (OLIO DI SOIA);27
PD;15;14407;RUNWAY;113,85;;RO;18;SPINETORAM;0,13
PD;15;14407;RUNWAY x 0,500;31;;RO;18;SPINOSAD;266,83
PD;15;14409;MOVENTO 48 SC;18,85;;RO;18;SPIRODICLOFEN;15,39
PD;15;14409;MOVENTO 48 SC x 1 lt;3;;RO;18;SPIROMESIFEN;2,29
PD;15;14409;MOVENTO SC48;1,6;;RO;18;SPIROTETRAMAT;69,65
PD;15;14418;PULSAR 40 SL;547;;RO;18;SPIROXAMINE;58,28
PD;15;14418;PULSAR 40 SL (IP) x 1;266;;RO;18;SULCOTRIONE;141,34
PD;15;14418;PULSAR 40 SL (IP) x 5;130;;RO;18;SULPHUR (ZOLFO);31.253,12
PD;15;14419;TRUST SC;0,25;;RO;18;TEBUCONAZOLE;4.529,31
PD;15;14431;LENTAGRAN 45 WP;61;;RO;18;TEBUFENOZIDE;16,1
PD;15;14432;METRIC;352;;RO;18;TEBUFENPYRAD;30,6
PD;15;14433;QUBIC R;11;;RO;18;TEFLUTHRIN;234,28
PD;15;14461;CURIT DUO;6;;RO;18;TEMBOTRIONE;162,02
PD;15;14465;TAIFUN MK;120;;RO;18;TEPRALOXYDIM;254,45
PD;15;14474;TEBUSIP COMBI;165,5;;RO;18;TERBUTHYLAZINE;7.542,12
PD;15;14474;TEBUSIP COMBI KG 1;4;;RO;18;TETRACONAZOLE;47,31
PD;15;14491;KUBIC MCZ;8;;RO;18;TETRADECAN-1-OL;0
PD;15;14510;ELECTIS TRIO;160;;RO;18;THIACLOPRID;178,37
PD;15;14510;ELECTIS TRIO PB x 10 kg;25;;RO;18;THIAMETHOXAM;83,23
PD;15;14525;MAROX SX x 100 gr;10;;RO;18;THIENCARBAZONE-METHYL;193,6
PD;15;14577;FORUM R 3B;785;;RO;18;THIFENSULFURON-METHYL;204,29
PD;15;14577;FORUM R 3B   x 1;327;;RO;18;THIOPHANATE-METHYL;3.075,11
PD;15;14577;FORUM R 3B x 10 kg;150;;RO;18;THIRAM;17.465,84
PD;15;14636;BIOLID UP;172;;RO;18;TOLCLOFOS-METHYL;185,5
PD;15;14638;NETOR;10;;RO;18;TRI-ALLATE;34,65
PD;15;14640;OBOKE-SC;15;;RO;18;TRIASULFURON;9,02
PD;15;14642;RIDOMIL GOLD R WG;581;;RO;18;TRIBASIC COPPER SULPHATE (RAME SOLFATO TRIBASICO);1.125,02
PD;15;14642;RIDOMIL GOLD R WG x 1 kg;52;;RO;18;TRIBENURON METHYL;109,81
PD;15;14642;RIDOMIL GOLD R WG x 10 kg;30;;RO;18;TRICHODERMA ASPERELLUM;0,3
PD;15;14643;CENTIUM 36 CS;163;;RO;18;TRICHODERMA GAMSII;0,3
PD;15;14643;CENTIUM 36 CS  x 1;35;;RO;18;TRICHODERMA HARZIANUM;0,1
PD;15;14693;VIP 80  x 0,750;8,25;;RO;18;TRICLOPYR;29,14
PD;15;14697;ENERVIN DUO;2;;RO;18;TRIFLOXYSTROBIN;390,1
PD;15;14724;CIP;24;;RO;18;TRIFLUMURON;39,69
PD;15;14737;ROUNDUP PLATINUM;3.366,00;;RO;18;TRIFLUSULFURON-METHYL;37,2
PD;15;14737;ROUNDUP PLATINUM LT 1;116;;RO;18;TRINEXAPAC ETHYL;174,93
PD;15;14737;ROUNDUP PLATINUM LT 5;30;;RO;18;TRISILOSSANO ETOSSILATO PROPOSSILATO;218,44
PD;15;14739;DECIS PROTECT AL;48;;RO;18;TRITOSULFURON;29,2
PD;15;14758;KARATE WITH ZEON TECHNOLOGY 1.5 HOB;42,44;;RO;18;VALIPHENAL (IR5885);0,6
PD;15;14764;SLUXX;10;;RO;18;ZETA CYPERMETHRIN;45,65
PD;15;14765;ELUMIS;45;;RO;18;ZIRAM;7.466,80
PD;15;14769;COMET 250 EC;79;;RO;18;ZOXAMIDE;97,15
PD;15;14785;DRISCOLL;3,4;;RO;19;1,3-DICHLOROPROPENE;48.868,60
PD;15;14792;MELODY TREVI x 1 kg;161;;RO;19;2,4-D;146,35
PD;15;14792;MELODY TREVI x 8 kg;16;;RO;19;2,4-DB;121,43
PD;15;14799;AFLOR 200 SL;13,09;;RO;19;6-BENZYLADENINE;0,28
PD;15;14799;AFLOR 202SL;0,65;;RO;19;ABAMECTIN;69,49
PD;15;14804;COPPER - DF;9;;RO;19;ACETAMIPRID;17,19
PD;15;14806;LUNA PRIVILEGE x 1 lt;3;;RO;19;ACIBENZOLAR-S-METHYL;0,5
PD;15;14806;LUNA PRIVILEGE;1;;RO;19;ACLONIFEN;202,86
PD;15;14809;CUPRAVIT BIO EVOLUTION x 1 kg;42;;RO;19;ACRINATHRIN;1,49
PD;15;14809;CUPRAVIT BIO EVOLUTION x 10 kg;20;;RO;19;ALCOOL GRASSO ETOSSILATO;326,17
PD;15;14812;ENERVIN TOP;105;;RO;19;ALCOOL LAURILICO ETOSSILATO;0,02
PD;15;14815;ADENGO;6.774,00;;RO;19;ALPHA-CYPERMETHRIN (ALPHAMETHRIN);63,22
PD;15;14815;ADENGO x 10 lt;3.520,00;;RO;19;AMETOCTRADIN;37,02
PD;15;14815;ADENGO x 2 lt;1.208,00;;RO;19;AMINOPYRALID;0,25
PD;15;14818;ACANTO;47;;RO;19;AMITROLE;45,45
PD;15;14828;NUPRID SUPREME SC x 1 lt;13;;RO;19;AZADIRACHTIN (AZADIRACTINA A);2,59
PD;15;14828;NUPRID SUPREME SC;12;;RO;19;AZOXYSTROBIN;909,13
PD;15;14837;GLIFOSAR FLASH;248;;RO;19;BACILLUS AMYLOLIQUEFACIENS SUBSP. PLANTARUM D747;2,25
PD;15;14838;GALLUP BIOGRADE 360 x 20 lt;940;;RO;19;BACILLUS FIRMUS I-1582;4,5
PD;15;14838;GALLUP BIOGRADE 360 x 5 lt;50;;RO;19;BACILLUS SUBTILIS (CEPPO QST 713);0,08
PD;15;14845;MYSTIC PLUS S;18;;RO;19;BACILLUS THURINGIENSIS SOTTOSPECIE AIZAWAI CEPPO GC-91;5
PD;15;14868;IDROX 22 NEW;112;;RO;19;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO ABTS 351;0,26
PD;15;14870;COPPERLAND;23;;RO;19;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO EG 2348;2,25
PD;15;14872;BELLIS DRUPACEE;10;;RO;19;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO SA 11;1,79
PD;15;14876;GRANDSTAND;15;;RO;19;BENFLURALIN;157,82
PD;15;14879;LONTREL 72 SG;0,15;;RO;19;BENTAZONE;2.850,97
PD;15;14884;CORUM;651;;RO;19;BETA-CYFLUTHRIN;0,52
PD;15;14884;CORUM  X 1;158;;RO;19;BIFENAZATE;0,45
PD;15;14884;CORUM  X 5;10;;RO;19;BIFENOX;68,95
PD;15;14890;SANBLIGHT;78;;RO;19;BIXAFEN;96,6
PD;15;14891;TRICO;10;;RO;19;BORDEAUX MIXTURE (RAME POLTIGLIA BORDOLESE);29,49
PD;15;14895;LANNATE 20 SL;7,5;;RO;19;BOSCALID;278,63
PD;15;14895;LANNATE 20 SL x 1 lt;5;;RO;19;BROMOXYNIL OCTANOATE (BROMOXINIL OTTANOATO);3,5
PD;15;14898;POLECI;2;;RO;19;BUPIRIMATE;62,59
PD;15;14909;NURELLE 5 x 1 lt;1;;RO;19;BUPROFEZIN;0,25
PD;15;14915;REPLAY;210;;RO;19;CAPTANO;144,8
PD;15;14931;GRISU;5;;RO;19;CARFENTRAZONE-ETHYL;5,2
PD;15;14935;TRAXOS ONE;40;;RO;19;CHLORANTRANILIPROLE;354,61
PD;15;14935;TRAXOS ONE x 1 lt;12;;RO;19;CHLORIDAZON;577,88
PD;15;14936;AMPLIGO;304;;RO;19;CHLORMEQUAT (CHLORIDE);45,32
PD;15;14948;ACTARA HOBBY;0,02;;RO;19;CHLOROTHALONIL;1.877,00
PD;15;14967;TIPTOR ULTRA;14;;RO;19;CHLORPROPHAM;4,15
PD;15;14972;DICARZOL 50 SP;2;;RO;19;CHLORPYRIFOS;3.024,81
PD;15;14974;BELEM 0,8 MG x 12;5.220,00;;RO;19;CHLORPYRIFOS-METHYL;149,42
PD;15;14974;BELEM 0.8 MG;120;;RO;19;CHLORTOLURON;10,16
PD;15;14985;RETENGO PLUS;38;;RO;19;CLODINAFOP PROPARGYL;485,61
PD;15;15006;TRAXOS PRONTO x 1 lt (1 HA);1;;RO;19;CLOFENTEZINE;0,21
PD;15;15007;AXIAL PRONTO x 1 lt;10;;RO;19;CLOMAZONE;124,36
PD;15;15007;AXIAL PRONTO;7,5;;RO;19;CLOPYRALID;68,21
PD;15;15013;NATRIA LUMACHICIDA;20;;RO;19;CLOQUINTOCET MEXYL;180,72
PD;15;15019;RIVIERA;60;;RO;19;CONIOTHYRIUM MINITANS;1,7
PD;15;15024;MESUROL 200 SC;5;;RO;19;COPOLIMER 21;3,52
PD;15;15024;MESUROL 200 SC x 1;3;;RO;19;COPPER HYDROXIDE (RAME IDROSSIDO);484,4
PD;15;15034;DICOPHAR;8,5;;RO;19;COPPER OXYCHLORIDE (RAME OSSICLORURO);3.586,31
PD;15;15041;OPINION ECNA;15,5;;RO;19;COPPER SULFATE (RAME SOLFATO);2.540,02
PD;15;15047;R6 ERRESEI BORDEAUX WG;95;;RO;19;CYAZOFAMID;2,37
PD;15;15047;R6 BORDEAUX WG;12;;RO;19;CYCLOXYDIM;828,81
PD;15;15047;R6 BOURDEAUX WG;6;;RO;19;CYDIA POMONELLA GRANULOSIS VIRUS;0,08
PD;15;15049;MODDUS x 1 lt;9;;RO;19;CYFLUFENAMID;0,5
PD;15;15049;MODDUS;2;;RO;19;CYFLUTHRIN;0,05
PD;15;15050;VERTIMEC PRO;129;;RO;19;CYHALOFOP BUTYL;260
PD;15;15050;VERTIMEC PRO x 1 lt;22;;RO;19;CYMOXANIL;291,48
PD;15;15058;PRINCIPAL MAIS;11;;RO;19;CYPERMETHRIN;402,5
PD;15;15058;PRINCIPAL MAIS GR.440;6;;RO;19;CYPROCONAZOLE;67,29
PD;15;15059;DECIS EVO;325,5;;RO;19;CYPRODINIL;18,98
PD;15;15059;DECIS EVO x 1 lt;77;;RO;19;CYPROSULFAMIDE;90,51
PD;15;15059;DECIS EVO LT 1 # CLP;2;;RO;19;DAMINOZIDE;9,35
PD;15;15063;NIMBLE    X 0,050;0,25;;RO;19;DAZOMET;455,4
PD;15;15064;MAESTRO WG ADVANCE;5;;RO;19;DELTAMETHRIN;47,1
PD;15;15067;MIG-40 SC;11;;RO;19;DENATHONIUM BENZOATE (DENATONIO BENZOATO);0,11
PD;15;15076;TYLAL 80 WP;12;;RO;19;DESMEDIPHAM;54,32
PD;15;15079;JUVINAL ECHO;4;;RO;19;DICAMBA;1.508,52
PD;15;15093;CENTURIO;34;;RO;19;DICAMBA SALE SODICO;0,03
PD;15;15101;CIMORAM ULTRA WG;1.559,00;;RO;19;DIFENOCONAZOLE;207,6
PD;15;15102;VITENE R WG;263;;RO;19;DIFLUBENZURON;254,51
PD;15;15107;SAMSON EXTRA 6 OD;11;;RO;19;DIFLUFENICAN;17,31
PD;15;15111;MIRADOR SC;84;;RO;19;DIMETHENAMID-P;102,06
PD;15;15112;SIMPLIA  x 1;324;;RO;19;DIMETHOATE;630,29
PD;15;15112;SIMPLIA;5;;RO;19;DIMETHOMORPH;361,01
PD;15;15122;ACTELLIC 50 NEWPHARM;4.273,00;;RO;19;DIQUAT;258,06
PD;15;15124;ZANTARA;48;;RO;19;DITHIANON;44,8
PD;15;15139;INDIPENDENT SC-15;125;;RO;19;dodecan-1-ol (alcool laurilico);55,02
PD;15;15168;ZORO 1.9 EW;4;;RO;19;DODINE;143,65
PD;15;15177;ROTATE PLUS DF x 1;53;;RO;19;EMAMECTIN BENZOATE;16,73
PD;15;15177;ROTATE PLUS DF;36;;RO;19;EPOXICONAZOLE;83,57
PD;15;15181;CIRRUS CS;369;;RO;19;ETHEPHON;0,79
PD;15;15184;SATEL GEO;1;;RO;19;ETHOFUMESATE;294
PD;15;15193;CONTATTO PIU'EXTRA  X 5;200;;RO;19;ETHOPROPHOS;118,5
PD;15;15201;FLOXI 355 SC;4;;RO;19;ETOFENPROX;33,3
PD;15;15221;ZETARAM PLUS;10,1;;RO;19;ETOXAZOLE;0,65
PD;15;15222;FOLICUR COMBI WG;356;;RO;19;FAMOXADONE;0,36
PD;15;15232;CUSTODIA  X 5;60;;RO;19;FENAMIDONE;7,86
PD;15;15250;COPRANTOL DUO;95;;RO;19;FENAMIPHOS;2,31
PD;15;15253;FALCON MK x 1;488;;RO;19;FENBUCONAZOLE;0,7
PD;15;15253;FALCON MK x 5;175;;RO;19;FENHEXAMID;1,28
PD;15;15253;FALCON MK;26;;RO;19;FENOXAPROP-P-ETHYL;3,16
PD;15;15270;PROFELIS;2;;RO;19;FENPROPIDIN;282,72
PD;15;15274;ALIAL SYSTEM;50;;RO;19;FERRIC PHOSPHATE (FOSFATO FERRICO);4,11
PD;15;15285;PRIMMA STAR;0,12;;RO;19;FLAZASULFURON;0,56
PD;15;15286;KENDO ZEON 1.5 x 1 lt;91;;RO;19;FLONICAMID;2,65
PD;15;15292;VERTIARO;0,5;;RO;19;FLORASULAM;15,22
PD;15;15293;BONECO;2,5;;RO;19;FLUAZIFOP-P-BUTYL;13,13
PD;15;15294;KENDO BI-ACTIVE x 1 lt;159;;RO;19;FLUAZINAM;42,66
PD;15;15300;ARMETIL FLOW;6;;RO;19;FLUDIOXONIL;12,65
PD;15;15313;ZOLFO SC;150;;RO;19;FLUFENACET;137,52
PD;15;15325;CORNER MZ WG;2;;RO;19;FLUOPICOLIDE;57,6
PD;15;15333;APPLAUD PLUS;21,5;;RO;19;FLUOPYRAM;3,56
PD;15;15343;FEUDO RD WP;20;;RO;19;FLUROXYPYR;308,01
PD;15;15349;ARES 430 SC;9;;RO;19;FLUTRIAFOL;35,18
PD;15;15365;RAMEZOLFO FLOW SC;26;;RO;19;FLUVALINATE;85,51
PD;15;15371;BELEM PROTEZIONE x 12 kg;6.516,00;;RO;19;FOLPET;6,8
PD;15;15371;BELEM PROTEZIONE;2.184,00;;RO;19;FORAMSULFURON;34,52
PD;15;15379;AXIAL PRONTO 60;33,5;;RO;19;FORMETANATE;2
PD;15;15384;LUNA EXPERIENCE;1;;RO;19;FOSETYL-ALUMINIUM;1.007,01
PD;15;15388;MEXIL ORO R WG;50;;RO;19;FOSTHIAZATE;1
PD;15;15392;QUANTUM MZ WDG;38;;RO;19;GIBBERELLINS (A4+A7);0,02
PD;15;15401;TAIFUN MK CL;2.251,00;;RO;19;GLUFOSINATE-AMMONIUM;73,8
PD;15;15406;DICUMBA;40;;RO;19;GLYPHOSATE (GLIFOSATE);30.515,48
PD;15;15422;KELVIN DUO;1,08;;RO;19;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);379,23
PD;15;15428;WINNER OD;24;;RO;19;HALOSULFURON-METYL;0,68
PD;15;15449;CIDELY;8;;RO;19;HEXYTHIAZOX;93,03
PD;15;15483;WISH;25;;RO;19;IMAZAMOX;358,93
PD;15;15493;SIMUN 40 OD;155;;RO;19;IMAZOSULFURON;5
PD;15;15499;SONG 70 WDG;33,75;;RO;19;IMIDACLOPRID;80,4
PD;15;15505;SILBOT 500 SC x 1 lt;11;;RO;19;INDOXACARB;185,94
PD;15;15505;MORFEUM 500 SC LT.1;4;;RO;19;IODOSULFURON METHYL SODIUM;2,77
PD;15;15506;RAPIDO PPO;0,5;;RO;19;IOXYNIL;3,45
PD;15;15507;CREW SUPERB;123;;RO;19;IOXYNIL OCTANOATE;25,54
PD;15;15509;MOSAIKO COMBI;19;;RO;19;IPRODIONE;78,95
PD;15;15514;CUPRAVIT BLU 35 WG;337;;RO;19;IPROVALICARB;17,05
PD;15;15514;CUPRABLU 35 WGVIT;18;;RO;19;ISOPYRAZAM;20,34
PD;15;15514;CUPRAVIT BLU WG35;4,8;;RO;19;ISOXADIFEN ETHYL;356,89
PD;15;15569;LOOP 40 x 5;375;;RO;19;ISOXAFLUTOLE;127,37
PD;15;15569;LOOP 40 x 1;123;;RO;19;KRESOXIM METHYL;2,46
PD;15;15570;TYLAL WG;20;;RO;19;LAMBDA-CYHALOTHRIN;355,76
PD;15;15573;PROMESS SL;107;;RO;19;LENACIL;255,5
PD;15;15575;MESUROL 500 FS;2;;RO;19;LINURON;690,73
PD;15;15580;ESTUDER;10;;RO;19;MALEIC HYDRAZIDE (IDRAZIDE MALEICA);42
PD;15;15591;PREVINT TOP;150;;RO;19;MANCOZEB;1.903,69
PD;15;15608;VERSAR;108;;RO;19;MANDIPROPAMID;21,03
PD;15;15610;CYPERKILL 50 EC;9;;RO;19;MCPA;1.224,47
PD;15;15618;FULLDINA 355 SC;51;;RO;19;MCPA SODIUM (MCPA SALE SODICO);0,5
PD;15;15621;BOTTO 50 EC;17;;RO;19;MECOPROP;5,35
PD;15;15625;TERMINUS SC;78;;RO;19;MECOPROP-P;1.009,96
PD;15;15640;PROLINE STAR x 5 lt;50;;RO;19;MEFENPYR DIETHYL;8,32
PD;15;15640;PROLINE STAR x 1 lt;28;;RO;19;MEPTYLDINOCAP;21,78
PD;15;15641;SIATTOL 200 SL;1,5;;RO;19;MESOSULFURON METHYL;2,77
PD;15;15663;CUPRAVIT 35 WG;40;;RO;19;MESOTRIONE;410,04
PD;15;15668;GHIBLI 240 OD;43;;RO;19;METAFLUMIZONE;0,66
PD;15;15680;MITHRA 40 SC LT.5;5;;RO;19;METALAXYL;31,2
PD;15;15681;LUMADRY ESCA;162;;RO;19;METALAXYL M;105,19
PD;15;15687;MICLOCUR;37;;RO;19;METALDEHYDE (METALDEIDE);100,5
PD;15;15690;ALIAL RAMATO;40;;RO;19;METAM POTASSIUM;1.688,00
