Provincia,"N. Reg.","Prodotto fitosanitario venduto*","Quantità(Kg o litri)"
VE,14699,GEOXE,2.50
VE,14709,,20.80
VE,14735,,3.50
VE,14735,RANMAN TOP,9.50
VE,14737,,8728.50
VE,14737,ROUNDUP PLATINUM,1891.00
VE,14764,SLUXX,45.00
VE,14765,,5962.00
VE,14765,ELUMIS,2686.00
VE,14767,HERBICLEAN AL PFnPO,69.00
VE,14769,COMET 250 EC,25.00
VE,14785,,23.50
VE,14809,,4.00
VE,14812,,859.00
VE,14812,ENERVIN TOP,567.00
VE,14838,,10.00
VE,14838,BARCLAY GALLUP BIOGRADE 360,800.00
VE,14845,,90.00
VE,14846,,96.00
VE,14846,AVALON 250 EW,87.00
VE,14867,,4.00
VE,14872,,40.00
VE,14872,BELLIS DRUPACEE,7.50
VE,14879,,5.70
VE,14879,LONTREL 72 SG,32.85
VE,14884,,12356.00
VE,14884,CORUM,6374.00
VE,14897,,23.00
VE,14918,,1123.00
VE,14918,RIVIOR,131.00
VE,14919,,0.40
VE,14935,,1054.00
VE,14935,TIMELINE TRIO,466.00
VE,14936,,969.50
VE,14936,AMPLIGO,410.00
VE,14937,VOLIAM TARGO,17.00
VE,14938,DEDICATE,3.75
VE,14940,,0.50
VE,14947,,1615.50
VE,14967,,18.00
VE,14967,TIPTOR ULTRA,26.00
VE,14969,,3940.00
VE,14969,HOPPER 480,1695.00
VE,14972,,3.00
VE,14980,,55.00
VE,15005,,11.00
VE,15005,FONTELIS,11.00
VE,15013,LUMACHE PFnPE GR 500,10.00
VE,15013,NATRIA LUMACHICIDA,348.00
VE,15013,NATRIA LUMACHICIDA PFnPE,135.00
VE,15015,NATRIA LUMACHICIDA GIARDINO (PFnPO),17.00
VE,15023,,380.00
VE,15023,DERREX PFnPE,40.00
VE,15037,,36.00
VE,15037,BREZZA,15.00
VE,15039,,1.00
VE,15044,,604.00
VE,15047,,1.00
VE,15047,R6 ERRESEI BORDEAUX WG,14.00
VE,15049,,379.00
VE,15049,MODDUS,260.00
VE,15050,,414.00
VE,15050,VERTIMEC PRO,311.00
VE,15051,,4280.00
VE,15051,KYLEO,3055.00
VE,15052,,61.00
VE,15056,,1605.00
VE,15056,TOMCATO,348.00
VE,15058,,379.72
VE,15058,PRINCIPAL MAIS,363.48
VE,15059,,2600.00
VE,15059,DECIS EVO,729.50
VE,15062,,339.00
VE,15062,PIRAMAX  EC,4.00
VE,15064,,7.00
VE,15071,,370.00
VE,15071,EVOLUTION,120.00
VE,15083,,2.00
VE,15083,AUDACE,100.00
VE,15096,,1535.50
VE,15096,GLIPHOGAN TOP CL,2315.00
VE,15096,GLIPHOGAN TOP CL PFnPE,705.00
VE,15102,,28.00
VE,15102,CURZATE ERRE EVO,40.00
VE,15111,,7.00
VE,15115,,1074.00
VE,15115,PROSPER 500 EC,7.00
VE,15116,ELIOS R,6.00
VE,15121,,3360.00
VE,15121,BIOCUPRO,160.00
VE,15122,,26.00
VE,15122,ACTELLIC 50 NEWPHARM,13.00
VE,15127,,35.00
VE,15127,SANVINO,301.00
VE,15130,,640.00
VE,15130,INTREPID,245.00
VE,15142,,7398.00
VE,15142,ALCANCE SYNC TEC,1902.00
VE,15149,,225.00
VE,15149,COSAVET DF EDGE,1215.00
VE,15168,ZORO 19 EW,5.00
VE,15199,,1.00
VE,15199,SAKURA,23.00
VE,15200,,7.00
VE,15201,FLOXY 400 SC,17.00
VE,15213,DEMETRINA FLOW,8.92
VE,15213,DEMETRINA FLOW PFnPE,0.05
VE,15221,,576.00
VE,15222,,32.00
VE,15222,FOLICUR COMBI WG,117.00
VE,15223,PANTANI,56.00
VE,15229,,45.00
VE,15229,STOPPER P,40.00
VE,15232,,1.00
VE,15233,DALET TRIO,235.00
VE,15235,,65.00
VE,15235,MOMENTUM,138.50
VE,15235,MOMENTUM PFnPE,3.50
VE,15247,,11.00
VE,15250,,280.00
VE,15250,COPRANTOL DUO,15.00
VE,15251,,945.00
VE,15251,AIRONE LIQUIDO,661.00
VE,15253,,22.00
VE,15263,,127.00
VE,15263,DYNALI,30.00
VE,15264,,4597.00
VE,15264,ENERVIN SC,1164.00
VE,15265,,97.00
VE,15266,,6500.00
VE,15266,QUARTET,153.38
VE,15267,KUSABI,126.00
VE,15280,,14.00
VE,15285,PRIMMA STAR,0.01
VE,15291,,5.10
VE,15291,TURFENE PLUS PFnPE,2.60
VE,15292,,22.00
VE,15292,VERTIARO,15.50
VE,15293,,49.00
VE,15293,MAVITA 250 EC,37.00
VE,15294,,1256.00
VE,15297,HERBISTOP PRONTO USO GIARDINO (PFnP,3.00
VE,15298,,15.00
VE,15302,,71.00
VE,15302,AMYLO-X,128.00
VE,15307,,44.00
VE,15317,,4352.00
VE,15326,,9100.00
VE,15331,,0.00
VE,15335,,103.00
VE,15337,,5.60
VE,15337,EXPRESS,4.30
VE,15344,,36.00
VE,15346,,115.00
VE,15348,,75.00
VE,15348,RIDOMIL GOLD R LIQUIDO,120.00
VE,15349,,33.00
VE,15351,,115.00
VE,15356,,219.00
VE,15358,,330.00
VE,15358,ZOLFO FLOW MCT,799.50
VE,15358,ZOLFO FLOW MCT PFnPE,5.50
VE,15369,,79.00
VE,15369,MAGMA TRIPLE,5.00
VE,15374,,55.00
VE,15375,NIC 4,36.00
VE,15378,,803.00
VE,15378,TRAXOS PRONTO 60,17.00
VE,15379,,350.25
VE,15379,AXIAL PRONTO 60,68.25
VE,15384,,116.00
VE,15384,LUNA EXPERIENCE,2.00
VE,15389,,2150.00
VE,15401,,7833.00
VE,15401,TAIFUN MK CL,3019.50
VE,15402,,124.00
VE,15402,DELTASAP,2.00
VE,15405,,37.50
VE,15409,,200.00
VE,15409,DECISION,66.00
VE,15419,,75.00
VE,15419,ELECTIS R FLOW,110.00
VE,15422,,69.48
VE,15422,TITUS DUO,21.94
VE,15433,,134.00
VE,15433,ATLAS,13.00
VE,15438,,1.00
VE,15448,,293.00
VE,15448,REBEL TOP,23.00
VE,15449,,837.00
VE,15449,CIDELY,306.00
VE,15451,,75.00
VE,15483,,12.00
VE,15483,WISH,7.00
VE,15491,,59.50
VE,15491,SWORD UP,1.00
VE,15493,SIMUN 40 OD,127.00
VE,15499,,492.25
VE,15499,SONG 70 WDG,234.50
VE,15501,QUIZ,5.00
VE,15513,,1304.00
VE,15536,,137.00
VE,15543,LUMACHICIDA FER,60.50
VE,15543,LUMACHICIDA FER PFnPE,49.00
VE,15546,,124.35
VE,15546,BIATHLON 4D,8.40
VE,15549,,112.00
VE,15550,,115.00
VE,15553,,36.00
VE,15553,REGALIS PLUS,1.50
VE,15566,,487.00
VE,15566,VISION PLUS,91.00
VE,15567,BELPROIL-A,20.00
VE,15574,,40.00
VE,15574,KARMA 85,55.00
VE,15581,,11.00
VE,15583,,188.00
VE,15598,,158.00
VE,15610,,22.00
VE,15610,CYPERKILL 50 EC,2.00
VE,15612,,8.40
VE,15612,SEMPRA,6.90
VE,15621,,24.00
VE,15630,,430.50
VE,15633,,46.00
VE,15635,,2097.00
VE,15635,ADENGO XTRA,497.00
VE,15642,HYDRA PLUS,8.00
VE,15650,TB 25 WG,2.00
VE,15662,LESTRA,2.77
VE,15665,,50.40
VE,15665,KEMPO SORBIE,26.00
VE,15668,,7.50
VE,15668,GHIBLI 240 OD,20.50
VE,15670,ZOLFO VENTILATO RAMATO S MCT,10.00
VE,15674,,26.60
VE,15674,AMADEUS TOP,57.20
VE,15689,,25.00
VE,15693,,70.00
VE,15710,,60.00
VE,15712,,7980.00
VE,15712,SATELITE,2070.00
VE,15713,,1.00
VE,15713,DIABLO SC,0.40
VE,15718,GRANSTAR TRIO,0.40
VE,15722,,205.00
VE,15722,ARMICARB 85,15.00
VE,15736,,580.00
VE,15736,KOPRON 35 WG,20.00
VE,15741,,20.00
VE,15741,AVADEX FACTOR,40.00
VE,15744,,16.50
VE,15744,REBOOT,30.00
VE,15748,,111.00
VE,15748,SYLLIT 544 SC,11.00
VE,15751,VITENE TRIPLO R,134.50
VE,15752,,11.00
VE,15769,,2532.00
VE,15780,,260.00
VE,15790,,160.00
VE,15808,CYMBAL FLOW,113.00
VE,15831,,132.00
VE,15836,,182.00
VE,15836,RATRON GW,5.00
VE,15837,,13.75
VE,15838,,380.00
VE,15838,ROUNDUP ULTRAMAX,900.00
VE,15856,,133.00
VE,15869,,676.00
VE,15869,OPTIX STAR DISPERSS,150.00
VE,15886,,165.00
VE,15886,METAREX INOV,30.00
VE,15890,CURZATE 60 WG,2.00
VE,15898,,34.50
VE,15899,,45.00
VE,15900,,11080.00
VE,15900,TRIKA EXPERT,2210.00
VE,15901,,15230.00
VE,15901,ERCOLE,16410.00
VE,15907,,120.00
VE,15907,PRESIDIUM ONE,13.00
VE,15910,KARAKAS,1.00
VE,15911,,633.00
VE,15911,SPIROX,50.00
VE,15915,,173.00
VE,15915,STARANE HD,65.00
VE,15926,,494.00
VE,15926,MOJANG 600,80.00
VE,15928,SULGRAN DF PFnPE,7.00
VE,15948,,227.00
VE,15961,,1637.00
VE,15961,RETENGO NEW,56.00
VE,15990,SCIROCCO 125 EW,1.30
VE,15990,SCIROCCO 125 EW PFnPE,0.20
VE,16004,KORING 430 SC,1.00
VE,16007,,1298.00
VE,16023,,84.00
VE,16032,,144.00
VE,16033,,1.00
VE,16034,,6.00
VE,16035,,4.50
VE,16051,,40.00
VE,16051,LENNS,325.00
VE,16054,,16.00
VE,16065,,31.50
VE,16065,SERRATE,34.75
VE,16066,,24.00
VE,16068,,505.00
VE,16071,,34.00
VE,16071,MESOZIN 70 WG,61.00
VE,16074,GLORIAL 25 EC,122.00
VE,16076,,672.00
VE,16076,SOLIS,85.00
VE,16084,,24.00
VE,16084,BREVIS,5.00
VE,16085,,2.15
VE,16085,TRIMUR,12.29
VE,16092,,90.00
VE,16098,NIBER 70 DF,67.75
VE,16101,,160.00
VE,16101,TOPAS COMBI LIQUIDO,8.00
VE,16104,,600.00
VE,16104,ELECTIS TRIO WDG,458.00
VE,16107,RADAR COMBI FLOW,1.00
VE,16142,,3.00
VE,16149,,1.00
VE,16155,DINIRO,28.00
VE,16157,ATLANTIS FLEX,4.62
VE,16161,,820.00
VE,16161,CENTURY SL,20.00
VE,16171,,69.40
VE,16171,HADDEN,4.00
VE,16172,,48.00
VE,16178,,5860.00
VE,16182,,315.00
VE,16182,CLICK PRO,4.50
VE,16191,,414.00
VE,16191,TRIMAXX,6.00
VE,16194,,914.00
VE,16194,ETRAVON PRO,540.00
VE,16200,CUPRORAM 35 WG NC,20.00
VE,16205,,10.00
VE,16210,PowerRam Idro 20 HiBio,2.00
VE,16221,,1.50
VE,16221,MADEX TOP,0.40
VE,16224,CUPRORAM 37.5 WG,520.00
VE,16226,,710.00
VE,16226,CIMOTER RAME WG,150.00
VE,16235,KEYFOL WG,15.00
VE,16242,,50.00
VE,16249,,1.00
VE,16251,,869.00
VE,16251,AFFIRM OPTI,19.00
VE,16252,,200.00
VE,16252,AMISTAR GOLD,15.00
VE,16261,,0.40
VE,16261,BELOUKHA,110.00
VE,16271,,185.00
VE,16273,,1017.00
VE,16273,SIVANTO PRIME,385.00
VE,16277,,199.00
VE,16277,ALMADA 50 SC,55.00
VE,16279,,1310.00
VE,16279,ERCOLE GR,20.00
VE,16283,,31.00
VE,16285,,1086.00
VE,16287,,1006.00
VE,16287,SOLIGOR,399.00
VE,16288,,907.75
VE,16288,AMPEXIO,211.75
VE,16290,,27.73
VE,16290,AMADEUS ULTRA,5.59
VE,16293,,14.00
VE,16295,,70.00
VE,16296,,87.00
VE,16296,PERGADO D,63.00
VE,16299,,4907.00
VE,16303,,30.00
VE,16304,,57.00
VE,16312,,24.00
VE,16314,,1.00
VE,16314,ZOXIS 250 SC,36.00
VE,16315,RADAR HP,5.00
VE,16325,,5552.47
VE,16325,EPIK SL,1911.00
VE,16335,,9245.00
VE,16335,LIETO SC,3078.00
VE,16336,,11.00
VE,16363,,1036.90
VE,16363,SIRTAKI,670.90
VE,16364,,6328.00
VE,16364,BISMARK,3248.00
VE,16369,,89.00
VE,16379,,1205.00
VE,16379,PREV-AM PLUS,118.00
VE,16381,,51.00
VE,16381,CALLICORE,13.00
VE,16384,,4018.00
VE,16384,ELATUS ERA,1245.00
VE,16385,,655.50
VE,16385,ELATUS PLUS,82.50
VE,16395,,50.00
VE,16395,MOHICAN 500 SC,60.00
VE,16402,,0.50
VE,16402,ENVIROMITE FL,2.75
VE,16418,NATRIA INSETTICIDA ABBATTENTE (PFnP,113.00
VE,16420,,65.00
VE,16433,,40.00
VE,16438,,57.50
VE,16438,VELUM PRIME,6.00
VE,16444,DIXIE MAIS,3.60
VE,16457,,656.00
VE,16457,POLTIGLIA 20 WG GREEN,1292.00
VE,16459,,72.50
VE,16459,SOLEIL 50 WG,28.50
VE,16459,SOLEIL 50 WG PFnPE,7.50
VE,16460,VELIERO 500 EC,78.00
VE,16461,,334.00
VE,16461,CENTURION 240 NEO,74.00
VE,16472,,439.00
VE,16472,CONVISO ONE,3.00
VE,16480,,4498.00
VE,16480,3LOGY,848.00
VE,16481,,724.90
VE,16492,,1018.00
VE,16500,,0.64
VE,16501,INSTRATA ELITE,2.00
VE,16509,,128.00
VE,16509,IBISCO,1.00
VE,16509,IBISCO PFnPE,4.00
VE,16510,,19.00
VE,16527,,688.00
VE,16527,TELLUS WP,2.00
VE,16529,,73.00
VE,16538,,49.00
VE,16538,KITAMBA,480.00
VE,16540,PRIAM TOP,398.00
VE,16545,,4762.00
VE,16545,COPRANTOL HI BIO 20,107.00
VE,16562,,15035.00
VE,16562,DELAN PRO,2965.00
VE,16563,,90.00
VE,16564,,10.00
VE,16564,MEXIRAM TRI HI BIO,50.00
VE,16565,EXECUTIVE GOLD,4.00
VE,16567,,1430.00
VE,16570,,171.00
VE,16573,,593.00
VE,16573,FIGHTER,595.00
VE,16575,TRIMMER 50 WG,0.32
VE,16577,,38.00
VE,16577,U46 COMBI DUO,17.00
VE,16578,,2.00
VE,16578,MELODY COMPACT WG,12.00
VE,16596,,32.09
VE,16596,SANIUM PFnPE ML 5,0.60
VE,16596,SANIUM SL25 PFnPE,89.46
VE,16598,,419.20
VE,16598,SANIUM AL PE ML 800,124.80
VE,16598,SANIUM AL PFnPE,309.60
VE,16599,,5.60
VE,16599,SANIUM AL PFnPO,132.00
VE,16606,PHYTO SARCAN,150.00
VE,16607,,550.00
VE,16607,VEXTAMITRON 700 SC,200.00
VE,16616,,1978.00
VE,16616,VALLEY,572.00
VE,16618,COLZA POWER,0.25
VE,16630,,178.00
VE,16630,NATUREN LIMEX,691.80
VE,16630,NATUREN LIMEX GR 500,42.00
VE,16630,NATUREN LIMEX PFnPE,310.40
VE,16632,,16.00
VE,16640,,12.00
VE,16643,,4620.00
VE,16643,SUCCESS GR,252.00
VE,16654,POLYVERSUM,2.00
VE,16657,,1660.00
VE,16657,CENTURY PRO,2200.00
VE,16658,,716.00
VE,16658,DAGONIS,43.00
VE,16660,,200.00
VE,16663,,330.00
VE,16667,,822.00
VE,16667,REVOLUTION,191.00
VE,16690,,522.75
VE,16690,KESTREL,113.50
VE,16701,,2.20
VE,16742,,10.00
VE,16742,NEMGUARD SC,5.00
VE,16744,,0.60
VE,16747,SANIUM PIN PFnPO,1.12
VE,16751,,25.00
VE,16753,MERPLUS,20.00
VE,16754,SIMBA,10.00
VE,16755,,25.00
VE,16761,,7.00
VE,16772,,38.00
VE,16772,AMYLO X LC,1.00
VE,16776,,40.50
VE,16776,ASSET FIVE,6.75
VE,16779,,404.00
VE,16779,TONALE,498.00
VE,16780,,95.00
VE,16780,SERENADE ASO,45.00
VE,16783,,1895.00
VE,16785,,6.25
VE,16787,,4737.00
VE,16787,CLINIC ST,1219.00
VE,16792,,60.00
VE,16794,,138.00
VE,16794,SILGLIF ST,39.00
VE,16796,JOICE 55 D,224.00
VE,16797,,10.00
VE,16802,,2434.00
VE,16802,ZYPAR,828.00
VE,16813,,16.30
VE,16816,,5.00
VE,16818,,60.00
VE,16819,NATUR BREAKER,220.00
VE,16827,MAISOT,115.00
VE,16828,MAKURI MAX,6.00
VE,16831,,1860.00
VE,16831,GLIFENE BIOGRADE,425.00
VE,16833,,0.00
VE,16833,PANTOX 360 SUPER,200.00
VE,16835,,38.00
VE,16835,RAVANE PLUS 100 CS,5.00
VE,16842,,11.00
VE,16843,,5490.00
VE,16846,,43.80
VE,16847,CIRCUS  WG,1.90
VE,16857,,8.00
VE,16857,SHORTTRACK,2.00
VE,16858,,20.00
VE,16867,,22.00
VE,16867,GLISTER STAR,1280.00
VE,16882,,609.00
VE,16882,PROPULSE,390.00
VE,16886,,43.25
VE,16886,CLOSER,3.77
VE,16895,,9.45
VE,16896,ZORVEC ZELAVIN,0.20
VE,16902,,436.00
VE,16902,AVIATOR XPRO,15.00
VE,16904,,2.00
VE,16904,KIDEKA 100 SC,35.00
VE,16906,,1270.00
VE,16906,GHIBLI PLUS,583.00
VE,16907,,30.00
VE,16907,WHISPER,200.00
VE,16916,,5894.00
VE,16916,BUGGY G,152.00
VE,16917,,240.00
VE,16917,LOGRADO PLUS,15.00
VE,16935,,700.00
VE,16935,VERDRAM IDRO HI BIO,490.00
VE,16939,,44.00
VE,16945,,50.70
VE,16945,SERCADIS,147.70
VE,16950,,8.00
VE,16950,MANAMID 100 SC,355.00
VE,16951,,10.00
VE,16951,ESQUIVE WP,10.00
VE,16952,DIRIMAL,20.00
VE,16957,,6020.00
VE,16957,ZORVEC VINABRIA,1548.00
VE,16961,,10120.00
VE,16961,BENSEC TF,1745.00
VE,16963,,7.25
VE,16963,AVENOX 240,50.00
VE,16968,,220.00
VE,16976,,1015.00
VE,16976,VITIKAPPA PFnPE,33.00
VE,16988,,7490.00
VE,17003,,907.00
VE,17003,PRIAXOR,107.00
VE,17005,,156.00
VE,17005,CLOMATE,25.00
VE,17007,,5.00
VE,17010,TIXAL TRI,40.00
VE,17014,,35.50
VE,17024,,50.00
VE,17038,,6908.00
VE,17038,TUAREG NEW,4187.00
VE,17058,,96.00
VE,17058,ROMEO,36.00
VE,17058,ROMEO PFnPE,0.02
VE,17060,,71.00
VE,17065,,355.00
VE,17065,KAURITIL ULTRA WG,1025.00
VE,17066,,864.00
VE,17066,PRAXIM,5.00
VE,17069,,2210.00
VE,17069,TIOVIT L,75.00
VE,17075,MOVIDA,0.63
VE,17076,,118.00
VE,17076,GAZELLE,6.00
VE,17078,,2323.00
VE,17078,QUANTUM L,879.00
VE,17079,,1120.00
VE,17079,FORCE EVO,2440.00
VE,17081,,3880.00
VE,17081,CUPROSSIL IDRO NEW 20 WG,94.00
VE,17091,,10.00
VE,17091,CHAMP 20 WG,40.00
VE,17099,,25.00
VE,17112,,1.00
VE,17112,DIFCOR,1.00
VE,17115,,986.00
VE,17115,ZETROLA,594.00
VE,17116,,1084.00
VE,17116,ACTIVUS ME,62.00
VE,17117,,142.00
VE,17117,MITOR,3.00
VE,17119,SQUARE EC,15.00
VE,17121,,18.48
VE,17121,ATLANTIS ACTIV,5.94
VE,17125,,7.00
VE,17125,LOCK UP,4.00
VE,17164,,60.00
VE,17165,,4.00
VE,17178,,12.00
VE,17189,,550.00
VE,17203,PENDI 40,205.00
VE,17209,,422.00
VE,17209,DAVAI,149.00
VE,17211,,2.00
VE,17212,,27.00
VE,17212,ISERAN,255.00
VE,17217,,29.25
VE,17217,ARMICARB AL PFnPE,27.00
VE,17217,ARMICARB PFnPE ML 750,27.75
VE,17217,ARMICARB SPRAY,26.25
VE,17217,ARMICARB SPRAY PFnPE,49.50
VE,17226,,3.07
VE,17248,,322.00
VE,17248,ZORVEC VINABEL,463.00
VE,17254,SIAGRAN ULTRA,0.10
VE,17261,,100.00
VE,17261,POKER GEO,900.00
VE,17270,,453.00
VE,17272,,30.00
VE,17272,SERIFEL,1.50
VE,17273,,50.00
VE,17275,NOTO CLASS,4.00
VE,17278,KIDEKA,11.00
VE,17281,PETALIN,689.00
VE,17293,,23.00
VE,17294,,29.90
VE,17295,,70.00
VE,17304,KAN-DOO,91.00
VE,17306,,35.00
VE,17311,,17.50
VE,17311,VINIFOL WDG,255.00
VE,17317,,16.50
VE,17317,NABUCCO,10.75
VE,17319,,33.00
VE,17319,FOXPRO,1.00
VE,17320,,22.00
VE,17320,SENIOR 75 WG,29.50
VE,17332,,5.00
VE,17337,,12.00
VE,17337,VANGUARD,15.00
VE,17345,,740.00
VE,17345,ARPEL WG,15.00
VE,17346,,2389.00
VE,17346,EXOSET 240 EC,1451.00
VE,17354,,123.00
VE,17355,,1.00
VE,17358,BLAISE ULTRA,461.00
VE,17360,,3355.00
VE,17360,MAGO,1247.00
VE,17366,,162.00
VE,17368,,21.00
VE,17368,ALETIL DF,391.00
VE,17371,,210.00
VE,17372,,717.00
VE,17372,COPRANTOL 30 WG,79.00
VE,17377,,17.40
VE,17377,REFINE SX,10.69
VE,17378,,23.40
VE,17398,,505.00
VE,17402,BOTECTOR NEW,12.00
VE,17409,,84.00
VE,17422,,477.00
VE,17422,ENVITA SC,264.00
VE,17427,,75.00
VE,17432,,24.00
VE,17451,,190.00
VE,17451,TEKKEN,56.00
VE,17454,,510.00
VE,17455,,22.00
VE,17461,,726.37
VE,17461,ORONDIS,130.90
VE,17462,,2.50
VE,17469,,222.42
VE,17469,TAEGRO,486.00
VE,17470,,1889.00
VE,17470,LIMOCIDE,282.00
VE,17471,,90.10
VE,17472,,3421.00
VE,17472,JADE,2528.00
VE,17478,,33.00
VE,17496,,304.00
VE,17497,,94.00
VE,17500,ELAND WG,1.50
VE,17502,LINCE,115.00
VE,17508,,2555.00
VE,17508,POLYCOM 70 DF,1260.00
VE,17513,,21.00
VE,17522,,8.00
VE,17523,LUMIX BIO,11.00
VE,17529,,13.75
VE,17533,,75.00
VE,17541,,424.00
VE,17541,CHANTICO,10.00
VE,17549,,5.00
VE,17549,SENPAI,10.00
VE,17551,CYPERFOR 100 EW,5.00
VE,17557,,7.00
VE,17586,,311.00
VE,17586,AXIAL ONE,209.00
VE,17597,,417.73
VE,17597,SHINKON,143.26
VE,17598,,9.24
VE,17598,AFINTO,0.56
VE,17605,BACK 100 SC,1.00
VE,17612,,17.25
VE,17634,,517.00
VE,17642,,2360.00
VE,17650,,380.00
VE,17650,IRONMAX PRO,5.00
VE,17651,,175.00
VE,17655,,474.00
VE,17655,EARLEX,12.00
VE,17665,,103.00
VE,17665,PYRUS PRO,115.00
VE,17671,,8.00
VE,17675,,5.00
VE,17677,,47.00
VE,17680,,25.00
VE,17693,HATTRICK 30 WG,20.00
VE,17699,IDROX 15,1800.00
VE,17742,PRIVIUM,158.00
VE,17743,,192.00
VE,17744,,7.00
VE,17745,,9.00
VE,17746,,78.00
VE,17749,,75.00
VE,17751,,359.00
VE,17751,PRAKTIS,72.00
VE,17752,,310.00
VE,17752,STAVENTO,385.00
VE,17754,,1538.00
VE,17754,REVYCARE,259.00
VE,17760,,8.80
VE,17769,,0.25
VE,17769,VULPIN,4.00
VE,17803,,341.00
VE,17807,PARLEAF,22.50
VE,17808,ANTENE S,1320.00
VE,17810,,16.00
VE,17814,,3.00
VE,17816,,2.25
VE,17819,,90.00
VE,17820,,15.00
VE,17824,,1006.00
VE,17826,,303.75
VE,17826,DOMARK 125 PLUS,283.75
VE,17840,,1350.00
VE,17840,OLIOCIN PLUS,300.00
VE,17863,,240.00
VE,17863,AFFLANK,715.00
VE,17865,,513.00
VE,17880,,19.00
VE,17888,,106.50
VE,17888,VOLIAM,57.70
VE,17891,BLESAL TOP,36.00
VE,17894,TRIKA ENERGY,40.00
VE,17913,,534.00
VE,17918,CORELLO 75 WG,2.00
VE,17920,,685.00
VE,17920,GHIBLI TM,106.00
VE,17921,,452.00
VE,17923,,90.00
VE,17924,,18.00
VE,17931,,4.00
VE,17932,,2667.00
VE,17932,ORO-QUIN,530.00
VE,17938,,1680.00
VE,17938,CLINIC TF,1220.00
VE,17945,,90.00
VE,17945,LUMEO,76.50
VE,17946,,349.00
VE,17947,,1165.50
VE,17947,CODAL,318.75
VE,17951,,2010.00
VE,17951,AUDACE SC,1194.00
VE,17962,ACELEPRYN 200 SC,0.60
VE,17963,,1080.00
VE,17963,TIOVIT 800 L,620.00
VE,18001,,235.00
VE,18001,MIKONOS,20.00
VE,18021,,83.20
VE,18021,PECARI 300,50.05
VE,18022,,1410.00
VE,18082,,548.30
VE,18082,SERCADIS SC,3.60
VE,18084,,8230.00
VE,18092,,2580.00
VE,18092,REVYSTAR XL,767.00
VE,18109,,15.00
VE,18119,SINALA,32.00
VE,18125,,8.00
VE,18137,,3879.00
VE,18137,REVYSION,1079.00
VE,18138,,225.00
VE,18143,,1460.00
VE,18143,QUESTAR,1072.50
VE,18148,,7520.00
VE,18148,BUGGY GOLD,4020.00
VE,18152,,209.00
VE,18181,,560.00
VE,18181,UNIVOQ,10.00
VE,18181,UNIVOQ BTLHPE,60.00
VE,18212,,2.10
VE,18212,IBISCO PFnPE,0.50
VE,18213,,7.51
VE,18213,BACILLUS CHEMIA PFnPE,4.95
VE,18213,BACILLUS THURINGIENSIS PFNPE PW BOX,0.20
VE,18214,ROMEO PFnPE,0.05
VE,18216,,27.00
VE,18216,VITIKAPPA PFnPE,65.70
VE,18222,,939.50
VE,18222,Ferramol,198.50
VE,18222,FERRAMOL ESCA LUMACHICIDA PFnPE,73.50
VE,18222,FERRAMOL PFNPE,5297.00
VE,18222,FERROMOL PFnPE,200.00
VE,18222,FERRRAMOL ESCA LUMACHICIDA PFnPE,33.50
VE,18223,,259.50
VE,18223,NATRIA LUMACHICIDA PFNPE,141.50
VE,18224,,75.00
VE,18229,,6.00
VE,18229,BAC MK PFNPE,12.40
VE,18232,BORDOFLOW NEW PFnPE,0.10
VE,18235,CIOPPER PFnPE,44.60
VE,18239,,24.10
VE,18239,FLIPPER PFnPE,6.55
VE,18241,IDRORAME FLOW PFNPE,78.70
VE,18241,IDRORAME FLOW PFNPE SC BLT 1 LT IT,1.00
VE,18242,,2.40
VE,18242,LEPINOX PLUS PFNPE,79.49
VE,18244,,12.60
VE,18244,MOMENTUM PFNPE,26.34
VE,18245,,153.00
VE,18245,POLTIGLIA MANICA 20 WG PFnPE,155.00
VE,18245,POLTIGLIA MANICA 20 WG PFNPE WG BOX,3.45
VE,18245,POLTIGLIA MANICA 20 WG PFNPE WG ENV,10.00
VE,18253,,15.47
VE,18253,VERDERAME 20 WG PFnPE,41.28
VE,18254,ZOLVIS 80 SECTOR PFnPE,78.00
VE,18256,NISUS 3B PFNPE,1.00
VE,18257,,1.62
VE,18257,3LOGY PFnPE,14.70
VE,18257,VITHAL 3LOGY PFnPE ML 100,0.70
VE,18259,BARBARIAN BIOGRADE 360 PFnPE,431.50
VE,18259,BARBARIAN BIOGRADE 360 PFNPE LQ BTL,254.50
VE,18259,VITHAL DISERBO TOT BARBARIAN BIOGRA,300.00
VE,18259,VITHAL DISERBO TOTALE ML 500,310.00
VE,18261,,110.00
VE,18261,BARCLAY GALLUP BIOGRADE 360 PFnPE,93.00
VE,18261,GALLUP BIOGRADE 360 PFnPE,56.50
VE,18263,,283.50
VE,18263,BIOLID UP PFnPE,358.50
VE,18266,COBRE NORDOX SUPER 75 WG PFnPE,42.00
VE,18266,COBRE NORDOX SUPER 75WG PFnPE,0.40
VE,18269,,1586.00
VE,18269,GLIFENE BIOGRADE PFnPE,370.00
VE,18270,,849.00
VE,18270,GLIPHOGAN TOP CL,19.00
VE,18270,GLIPHOGAN TOP CL PFNPE,11246.50
VE,18274,NEMGUARD GRANULES PFnPE,13.25
VE,18277,,78.00
VE,18277,SHAMAL MK PLUS CL PFnPE,1481.50
VE,18279,TAIFUN MK CL PFnPE,30.00
VE,18282,,1377.50
VE,18282,TRUSTEE 450 PFnPE,550.00
